Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",19y 159d,20 (8-0-12 40.00%),19 (0.95),←,
5,"Boyd, Matthew",32y 248d,243 (112-2-129 46.50%),82 (0.34),←,
17,"Boyd, Tom",19y 253d,14 (7-0-7 50.00%),16 (1.14),5 (4-0-1 80.00%),8 (1.60)
49,"Cordy, Ayce",24y 269d,24 (11-0-13 45.83%),14 (0.58),←,
8,"Crameri, Stewart",26y 265d,84 (42-1-41 50.60%),139 (1.65),27 (11-0-16 40.74%),43 (1.59)
6,"Dahlhaus, Luke",22y 254d,76 (28-0-48 36.84%),72 (0.95),←,
29,"Dickson, Tory",27y 218d,39 (14-0-25 35.90%),54 (1.38),←,
22,"Honeychurch, Mitch",20y 61d,8 (6-0-2 75.00%),6 (0.75),←,
13,"Hrovat, Nathan",20y 329d,22 (9-0-13 40.91%),9 (0.41),←,
39,"Johannisen, Jason",22y 175d,32 (11-0-21 34.38%),7 (0.22),←,
46,"Jong, Lin",21y 332d,15 (6-0-9 40.00%),8 (0.53),←,
11,"Macrae, Jack",20y 272d,39 (15-0-24 38.46%),13 (0.33),←,
2,"Murphy, Robert",32y 327d,276 (119-4-153 43.84%),171 (0.62),←,
42,"Picken, Liam",28y 274d,134 (59-0-75 44.03%),35 (0.26),←,
18,"Roberts, Fletcher",21y 333d,8 (3-0-5 37.50%),,←,
23,"Roughead, Jordan",24y 180d,77 (30-0-47 38.96%),12 (0.16),←,
14,"Smith, Clay",21y 356d,33 (9-0-24 27.27%),17 (0.52),←,
25,"Stevens, Koby",23y 318d,53 (19-0-34 35.85%),25 (0.47),42 (15-0-27 35.71%),23 (0.55)
9,"Stringer, Jake",21y 7d,33 (13-0-20 39.39%),50 (1.52),←,
32,"Talia, Michael",22y 80d,21 (7-0-14 33.33%),1 (0.05),←,
19,"Webb, Lukas",19y 59d,3 (2-0-1 66.67%),,←,
10,"Wood, Easton",25y 240d,69 (32-0-37 46.38%),10 (0.14),←,
Totals,Totals,23y 261d,1323 (562-7-754 42.48%),760 (0.57),,
C,"Beveridge, Luke",44y 252d,5 (4-0-1 80.00%),,←,
