Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
19,"Bartram, Clint",18y 92d,8 (5-0-3 62.50%),1 (0.13),←,
6,"Bate, Matthew",18y 360d,4 (4-0-0 100.00%),2 (0.50),←,
21,"Bell, Daniel",21y 36d,19 (13-0-6 68.42%),,←,
32,"Bruce, Cameron",26y 231d,130 (66-0-64 50.77%),163 (1.25),←,
41,"Carroll, Nathan",25y 211d,25 (9-0-16 36.00%),1 (0.04),←,
36,"Davey, Aaron",22y 343d,50 (29-0-21 58.00%),74 (1.48),←,
14,"Dunn, Lynden",19y 5d,3 (3-0-0 100.00%),5 (1.67),←,
30,"Godfrey, Simon",25y 213d,77 (38-0-39 49.35%),13 (0.17),←,
18,"Green, Brad",25y 67d,133 (69-0-64 51.88%),188 (1.41),←,
40,"Jamar, Mark",22y 283d,27 (12-0-15 44.44%),8 (0.30),←,
16,"Johnstone, Travis",25y 306d,131 (65-0-66 49.62%),99 (0.76),←,
23,"McDonald, James",29y 226d,161 (78-0-83 48.45%),40 (0.25),←,
5,"McLean, Brock",20y 69d,35 (21-0-14 60.00%),15 (0.43),←,
7,"Miller, Brad",22y 317d,67 (33-0-34 49.25%),21 (0.31),←,
22,"Moloney, Brent",22y 111d,50 (27-1-22 55.00%),9 (0.18),27 (15-0-12 55.56%),3 (0.11)
9,"Neitz, David",31y 117d,271 (128-0-143 47.23%),550 (2.03),←,
33,"Pickett, Byron",28y 281d,183 (120-0-63 65.57%),163 (0.89),8 (5-0-3 62.50%),2 (0.25)
27,"Rivers, Jared",21y 213d,45 (24-0-21 53.33%),,←,
24,"Robertson, Russell",27y 176d,175 (87-0-88 49.71%),306 (1.75),←,
45,"Whelan, Matthew",26y 187d,111 (55-0-56 49.55%),10 (0.09),←,
34,"White, Jeff",29y 89d,215 (106-0-109 49.30%),94 (0.44),183 (93-0-90 50.82%),76 (0.42)
13,"Yze, Adem",28y 240d,241 (111-0-130 46.06%),206 (0.85),←,
Totals,Totals,24y 206d,2161 (1103-1-1057 51.04%),1968 (0.91),,
C,"Daniher, Neale",45y 93d,194 (97-0-97 50.00%),,←,
