Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Allan, Ben",14,1,5,19,,,,1.0,,,,,2.0,1.0,,,,,,,,,
8,"Anderson, Dean",10,4,5,15,,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
7,"Ayres, Gary",11,1,7,18,,,,1.0,,,,,3.0,,,,,,,,,,
4,"Collins, Andrew",11,6,6,17,2,,,2.0,,,,,3.0,2.0,,,,,,,,,
26,"Cooper, Paul",4,1,1,5,,,,,,,,,,,,,,,,,,,
14,"Dear, Greg",3,,3,6,,,7.0,2.0,,,,,,4.0,,,,,,,,,
13,"Dear, Paul",13,3,9,22,1,,3.0,1.0,,,,,2.0,2.0,,,,,,,,,
19,"Dunstall, Jason",7,5,1,8,4,4.0,,3.0,,,,,1.0,,,,,,,,,,
16,"Gowers, Andrew",11,3,5,16,,,,,,,,,,,,,,,,,,,
6,"Hall, Tony",4,3,2,6,,2.0,,2.0,,,,,,2.0,,,,,,,,,
17,"Hudson, Paul",7,1,3,10,,1.0,,,,,,,,1.0,,,,,,,,,
11,"Jarman, Darren",9,4,8,17,2,2.0,,3.0,,,,,1.0,2.0,,,,,,,,,
1,"Jencke, Ray",11,4,5,16,,,,,,,,,,,,,,,,,,,
24,"Langford, Chris",6,,1,7,,,,1.0,,,,,,,,,,,,,,,
31,"Madigan, Greg",6,3,2,8,,,,,,,,,2.0,,,,,,,,,,
28,"McDonald, Alex",12,3,7,19,2,,,1.0,,,,,2.0,1.0,,,,,,,,,
35,"Morrissey, James",7,,6,13,1,1.0,,1.0,,,,,1.0,,,,,,,,,,
44,"Platten, John",16,,2,18,,2.0,,,,,,,,3.0,,,,,,,,,
18,"Pritchard, Darrin",12,3,6,18,,,,3.0,,,,,3.0,,,,,,,,,,
25,"Taylor, Jason",4,3,5,9,,,5.0,2.0,,,,,1.0,3.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,178,48,89,267,12,17.0,15.0,24.0,,,,,23.0,23.0,,,,,,,,,
Opposition,Opposition,165,54,97,262,17,13.0,11.0,14.0,,,,,23.0,23.0,6.0,,,,,,,,
