Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Athorn, Mark",12,1,2,14,,1.0,,1.0,,,,,,3.0,,,,,,,,,
32,"Baldwin, Jason",,,,,,,,,,,,,,,,,,,,,,,
18,"Blakey, John",4,2,2,6,,,,,,,,,1.0,1.0,,,,,,,,,
5,"Brockhurst, Andrew",4,4,6,10,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Broderick, Paul",15,5,5,20,2,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
49,"Bunn, Mark",13,,6,19,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
40,"Clayton, Scott",17,2,7,24,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
27,"Collins, Darren",9,6,4,13,2,3.0,,,,,,,,,2.0,,,,,,,,
2,"Dilena, Carl",17,3,4,21,,,,,,,,,1.0,,,,,,,,,,
36,"Dundas, Matthew",7,2,5,12,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
7,"Gale, Michael",13,4,7,20,1,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,
11,"Lynch, Alastair",15,6,2,17,,2.0,3.0,1.0,,,,,4.0,6.0,,,,,,,,,
29,"Lyon, Ross",7,6,5,12,2,1.0,,,,,,,1.0,,,,,,,,,,
44,"Osborne, Richard",8,2,1,9,3,,,1.0,,,,,1.0,2.0,,,,,,,,,
3,"Pert, Gary",15,4,3,18,,,1.0,3.0,,,,,3.0,3.0,,,,,,,,,
9,"Rendell, Matthew",5,2,4,9,,,4.0,,,,,,2.0,,,,,,,,,,
1,"Roos, Paul",16,7,3,19,1,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,
33,"Stephens, Brett",7,6,8,15,1,1.0,1.0,,,,,,1.0,,3.0,,,,,,,,
31,"Strooper, David",13,3,8,21,,1.0,1.0,3.0,,,,,4.0,5.0,,,,,,,,,
28,"Wheildon, Darren",5,3,1,6,3,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,68,83,285,16,17.0,15.0,16.0,,,,,25.0,29.0,6.0,,,,,,,,
Opposition,Opposition,160,52,67,227,10,15.0,13.0,22.0,,,,,29.0,25.0,,,,,,,,,
