West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
3,"Baker, Liam",27y 167d,145 (68-4-73 48.28%),56 (0.39),17 (1-0-16 5.88%),2 (0.12)
33,"Bazzo, Rhett",21y 269d,22 (2-0-20 9.09%),,←,
10,"Brockman, Tyler",22y 233d,50 (12-2-36 26.00%),35 (0.70),24 (3-0-21 12.50%),12 (0.50)
37,"Champion, Malakai",19y 57d,2 (0-0-2 0.00%),,←,
28,"Cole, Tom",28y 46d,125 (58-0-67 46.40%),5 (0.04),←,
15,"Cripps, Jamie",33y 81d,266 (127-1-138 47.93%),327 (1.23),250 (119-1-130 47.80%),311 (1.24)
43,"Dewar, Tyrell",21y 108d,19 (3-0-16 15.79%),9 (0.47),←,
14,"Duggan, Liam",28y 214d,196 (85-0-111 43.37%),15 (0.08),←,
42,"Edwards, Harry",24y 285d,53 (9-0-44 16.98%),,←,
25,"Flynn, Matt",27y 303d,50 (11-1-38 23.00%),15 (0.30),17 (1-0-16 5.88%),5 (0.29)
7,"Ginbey, Reuben",20y 306d,57 (7-0-50 12.28%),2 (0.04),←,
29,"Hall, Clay",20y 62d,10 (2-0-8 20.00%),1 (0.10),←,
8,"Hewett, Elijah",21y 47d,29 (4-0-25 13.79%),13 (0.45),←,
19,"Hough, Brady",22y 130d,69 (9-0-60 13.04%),3 (0.04),←,
44,"Hutchinson, Jack",23y 245d,21 (1-0-20 4.76%),3 (0.14),←,
13,"Long, Noah",20y 324d,34 (5-0-29 14.71%),11 (0.32),←,
23,"Maric, Ryan",20y 310d,46 (8-0-38 17.39%),16 (0.35),←,
45,"McCarthy, Tom",25y 1d,4 (0-0-4 0.00%),,←,
16,"Owies, Matthew",28y 116d,83 (41-1-41 50.00%),95 (1.14),11 (1-0-10 9.09%),6 (0.55)
9,"Reid, Harley",20y 87d,37 (6-0-31 16.22%),20 (0.54),←,
35,"Shanahan, Jobe",18y 345d,3 (0-0-3 0.00%),4 (1.33),←,
32,"Williams, Bailey",25y 87d,83 (16-0-67 19.28%),28 (0.34),←,
34,"Williams, Jack",21y 224d,41 (7-0-34 17.07%),37 (0.90),←,
Totals,Totals,23y 239d,1445 (481-9-955 33.29%),695 (0.48),,
C,"McQualter, Andrew",39y 34d,30 (8-0-22 26.67%),,17 (1-0-16 5.88%),
