Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",28y 175d,120 (77-2-41 65.00%),143 (1.19),←,
16,"Barnard, Paul",27y 78d,77 (48-0-29 62.34%),19 (0.25),66 (45-0-21 68.18%),15 (0.23)
22,"Barnes, John",30y 335d,164 (91-2-71 56.10%),82 (0.50),20 (14-1-5 72.50%),17 (0.85)
8,"Bewick, Darren",32y 254d,227 (143-1-83 63.22%),326 (1.44),←,
32,"Blumfield, Justin",22y 159d,78 (50-0-28 64.10%),48 (0.62),←,
33,"Caracella, Blake",23y 47d,64 (41-0-23 64.06%),78 (1.22),←,
31,"Fletcher, Dustin",24y 360d,136 (90-3-43 67.28%),42 (0.31),←,
11,"Hardwick, Damien",27y 257d,116 (71-1-44 61.64%),12 (0.10),←,
26,"Heffernan, Chris",21y 93d,45 (32-0-13 71.11%),18 (0.40),←,
5,"Hird, James",27y 87d,118 (72-4-42 62.71%),203 (1.72),←,
14,"Johnson, Jason",22y 97d,23 (18-0-5 78.26%),6 (0.26),←,
1,"Johnson, Mark",21y 344d,23 (21-0-2 91.30%),5 (0.22),←,
18,"Lloyd, Matthew",22y 15d,89 (54-1-34 61.24%),283 (3.18),←,
13,"Long, Michael",30y 213d,166 (111-2-53 67.47%),131 (0.79),←,
25,"Lucas, Scott",22y 123d,75 (43-0-32 57.33%),114 (1.52),←,
2,"Mercuri, Mark",26y 70d,136 (87-3-46 65.07%),186 (1.37),←,
24,"Misiti, Joe",25y 174d,148 (90-4-54 62.16%),58 (0.39),←,
29,"Moorcroft, Gary",24y 15d,51 (34-0-17 66.67%),58 (1.14),←,
15,"Prior, Michael",26y 238d,73 (41-1-31 56.85%),19 (0.26),←,
9,"Ramanauskas, Adam",19y 164d,9 (8-0-1 88.89%),5 (0.56),←,
7,"Solomon, Dean",20y 113d,34 (23-0-11 67.65%),9 (0.26),←,
6,"Wellman, Sean",25y 224d,118 (64-2-52 55.08%),15 (0.13),84 (51-1-32 61.31%),6 (0.07)
Totals,Totals,25y 49d,2090 (1309-26-755 62.63%),1860 (0.89),,
C,"Sheedy, Kevin",52y 129d,455 (290-5-160 64.29%),,←,
