Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
2,"Armstrong, Steven",4,1,3,7,1,,,4.0,,1.0,1.0,,3.0,,,5.0,4.0,,,2.0,,1.0,93.0
21,"Bell, Daniel",3,1,3,6,,,1.0,3.0,1.0,,,2.0,,,,2.0,4.0,,,2.0,,,67.0
3,"Bizzell, Clint",5,2,5,10,,,,2.0,2.0,,,,,,,3.0,7.0,,,,,,61.0
25,"Brown, Nathan",5,4,1,6,,,,1.0,1.0,,1.0,,,,,1.0,5.0,,,,1.0,,26.0
36,"Davey, Aaron",10,2,6,16,1,1.0,,4.0,4.0,2.0,3.0,4.0,2.0,3.0,,6.0,10.0,,1.0,1.0,4.0,,96.0
35,"Ferguson, Ryan",3,1,4,7,,,,1.0,2.0,,1.0,,1.0,,,4.0,3.0,,,4.0,,,84.0
30,"Godfrey, Simon",10,3,3,13,1,,,5.0,,5.0,2.0,,1.0,,,4.0,10.0,,,4.0,,,86.0
4,"Holland, Ben",8,5,10,18,,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,12.0,5.0,2.0,,3.0,,,100.0
16,"Johnstone, Travis",20,3,1,21,2,1.0,,2.0,2.0,6.0,5.0,3.0,2.0,,2.0,7.0,14.0,,1.0,2.0,6.0,1.0,96.0
5,"McLean, Brock",11,2,10,21,,,1.0,1.0,,6.0,2.0,3.0,2.0,2.0,,8.0,14.0,,,1.0,,2.0,80.0
7,"Miller, Brad",6,6,6,12,1,1.0,,,,2.0,2.0,3.0,1.0,3.0,,4.0,7.0,,1.0,1.0,,,88.0
22,"Moloney, Brent",15,5,5,20,,,,3.0,,7.0,4.0,3.0,1.0,3.0,,10.0,12.0,,,3.0,3.0,3.0,92.0
44,"Motlop, Shannon",9,5,2,11,1,,,1.0,,4.0,2.0,1.0,1.0,,,5.0,6.0,,,1.0,,,87.0
9,"Neitz, David",2,,1,3,,1.0,,,,1.0,,1.0,,,,1.0,2.0,,,,,,56.0
8,"Nicholson, Alistair",3,2,1,4,,,,1.0,,,,3.0,,2.0,,2.0,4.0,,,3.0,,,100.0
28,"Read, Phillip",4,,3,7,,,,6.0,,2.0,3.0,3.0,2.0,2.0,,7.0,1.0,,,1.0,,,69.0
43,"Rigoni, Guy",9,4,6,15,,1.0,,2.0,,3.0,2.0,,,,,4.0,10.0,,,1.0,7.0,,71.0
24,"Robertson, Russell",13,11,1,14,7,3.0,,,,3.0,,1.0,2.0,,1.0,6.0,10.0,3.0,9.0,2.0,,,100.0
31,"Wheatley, Paul",9,4,5,14,,,,6.0,4.0,3.0,1.0,,1.0,,,6.0,7.0,,,6.0,5.0,,100.0
45,"Whelan, Matthew",13,5,5,18,,,,1.0,2.0,1.0,,4.0,1.0,1.0,,7.0,11.0,,,2.0,1.0,,80.0
34,"White, Jeff",13,4,10,23,,,31.0,2.0,1.0,2.0,8.0,2.0,2.0,1.0,,10.0,11.0,,,,2.0,,100.0
13,"Yze, Adem",5,3,2,7,,2.0,,1.0,2.0,,1.0,1.0,,1.0,,2.0,5.0,,1.0,1.0,,,68.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,180,73,93,273,14,16.0,34.0,47.0,23.0,49.0,40.0,37.0,23.0,19.0,3.0,116.0,162.0,5.0,13.0,40.0,29.0,7.0,
Opposition,Opposition,185,97,118,303,15,9.0,25.0,50.0,36.0,41.0,30.0,42.0,19.0,22.0,3.0,118.0,191.0,11.0,17.0,41.0,5.0,10.0,
