Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
43,"Barrett, Jake",2,2,11,13,,,,2.0,,2.0,,3.0,,1.0,,5.0,8.0,,,1.0,,3.0,77.0
9,"Beams, Dayne",23,7,10,33,,1.0,,2.0,4.0,8.0,7.0,5.0,,1.0,2.0,14.0,20.0,,1.0,,,2.0,89.0
13,"Berry, Jarrod",7,6,17,24,1,,,6.0,,1.0,2.0,2.0,3.0,,,15.0,12.0,,2.0,1.0,,,74.0
3,"Christensen, Allen",6,1,9,15,1,1.0,,3.0,,2.0,,5.0,2.0,1.0,,10.0,6.0,,,,,,73.0
20,"Cox, Cedric",3,2,7,10,,,,3.0,2.0,,,1.0,,1.0,,5.0,5.0,,,2.0,,,74.0
26,"Cutler, Tom",13,3,7,20,,,,,2.0,2.0,2.0,6.0,,1.0,,7.0,13.0,,1.0,1.0,1.0,,91.0
27,"Gardiner, Darcy",6,4,4,10,,,,2.0,3.0,,,3.0,,2.0,,1.0,10.0,,,10.0,,,95.0
30,"Hipwood, Eric",12,7,,12,3,2.0,,1.0,,4.0,,4.0,,2.0,,3.0,9.0,2.0,4.0,1.0,,,83.0
35,"Lester, Ryan",11,5,5,16,,,,2.0,6.0,,,4.0,1.0,,,8.0,10.0,,,3.0,,,86.0
12,"Martin, Stefan",6,3,11,17,,,33.0,4.0,1.0,2.0,7.0,1.0,1.0,1.0,,13.0,4.0,1.0,,2.0,,,83.0
36,"Mathieson, Rhys",4,,11,15,,,,4.0,2.0,1.0,3.0,,2.0,,,10.0,8.0,,,1.0,,1.0,68.0
6,"McCluggage, Hugh",8,3,21,29,1,,,4.0,3.0,1.0,5.0,3.0,1.0,1.0,,14.0,15.0,,,,,2.0,84.0
46,"McInerney, Oscar",7,3,5,12,,,7.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,,9.0,3.0,2.0,1.0,3.0,,,79.0
25,"McStay, Daniel",4,3,6,10,2,,,1.0,,1.0,,1.0,,,,7.0,4.0,1.0,2.0,3.0,,1.0,84.0
16,"Rayner, Cam",10,4,9,19,3,,,2.0,2.0,2.0,2.0,6.0,,1.0,3.0,5.0,13.0,,1.0,2.0,,,81.0
10,"Rich, Daniel",11,3,8,19,,,,7.0,5.0,3.0,2.0,2.0,1.0,1.0,,6.0,10.0,,,4.0,,,83.0
18,"Robertson, Nick",6,3,8,14,,,,2.0,2.0,1.0,1.0,,1.0,,,5.0,9.0,1.0,,5.0,,,83.0
5,"Robinson, Mitch",10,1,7,17,2,1.0,,5.0,1.0,3.0,4.0,1.0,4.0,,,9.0,9.0,1.0,1.0,2.0,,,75.0
28,"Taylor, Lewis",7,3,6,13,1,,,2.0,,3.0,,3.0,,,,4.0,9.0,,,1.0,,1.0,76.0
14,"Walker, Josh",12,8,8,20,,,,2.0,,2.0,2.0,3.0,2.0,2.0,,13.0,6.0,4.0,,13.0,,,94.0
29,"Witherden, Alex",19,6,8,27,,,,2.0,8.0,3.0,1.0,2.0,1.0,1.0,,4.0,19.0,,,3.0,,,84.0
15,"Zorko, Dayne",19,,5,24,1,2.0,,7.0,1.0,6.0,4.0,8.0,2.0,3.0,,11.0,13.0,,,,,1.0,84.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,77,183,389,15,8.0,40.0,66.0,43.0,51.0,44.0,67.0,22.0,20.0,5.0,178.0,215.0,12.0,13.0,58.0,1.0,11.0,
Opposition,Opposition,216,92,168,384,9,11.0,32.0,67.0,29.0,55.0,29.0,63.0,20.0,22.0,1.0,141.0,251.0,13.0,12.0,47.0,5.0,5.0,
