Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",11,3,1,12,9,,,,,,,,1.0,,3.0,,,,,,,,
9,"Cockatoo-Collins, Che",4,,,4,1,1.0,,2.0,,,,,,3.0,,,,,,,,,
36,"Cummings, Scott",8,4,3,11,4,2.0,,1.0,,,,,3.0,3.0,,,,,,,,,
7,"Daniher, Chris",11,6,8,19,2,,,3.0,,,,,,1.0,,,,,,,,,
38,"Denham, Sean",9,2,7,16,,,,1.0,,,,,2.0,2.0,,,,,,,,,
22,"Doolan, Ben",15,6,8,23,,1.0,,3.0,,,,,,2.0,,,,,,,,,
31,"Fletcher, Dustin",8,3,2,10,,,,,,,,,2.0,,,,,,,,,,
30,"Fraser, Mark",10,4,4,14,,,,2.0,,,,,1.0,,,,,,,,,,
29,"Grenvold, David",6,2,5,11,,,,,,,,,1.0,1.0,,,,,,,,,
1,"Harvey, Mark",18,5,4,22,,,,1.0,,,,,,,,,,,,,,,
5,"Hird, James",12,3,6,18,1,,2.0,1.0,,,,,1.0,3.0,2.0,,,,,,,,
13,"Long, Michael",2,,2,4,1,,,,,,,,1.0,,,,,,,,,,
25,"Lucas, Scott",5,3,2,7,,1.0,,3.0,,,,,,2.0,,,,,,,,,
2,"Mercuri, Mark",10,8,15,25,1,2.0,,,,,,,2.0,,,,,,,,,,
24,"Misiti, Joe",17,3,17,34,2,,,4.0,,,,,3.0,2.0,,,,,,,,,
3,"OConnor, Ryan",11,6,8,19,,2.0,2.0,4.0,,,,,2.0,1.0,,,,,,,,,
10,"ODonnell, Gary",8,3,5,13,,,,1.0,,,,,,,1.0,,,,,,,,
15,"Prior, Michael",15,5,1,16,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
19,"Somerville, Peter",6,4,2,8,,1.0,11.0,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Symons, Michael",9,4,8,17,,,,5.0,,,,,2.0,1.0,,,,,,,,,
6,"Wellman, Sean",6,2,4,10,,,,,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,76,112,313,22,11.0,15.0,33.0,,,,,23.0,24.0,6.0,,,,,,,,
Opposition,Opposition,179,73,111,290,17,12.0,16.0,30.0,,,,,24.0,23.0,,,,,,,,,
