Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,3,11,27,,,,1.0,,,,,2.0,1.0,,,,,,,,,
50,"Ballantyne, Jon",9,5,2,11,3,3.0,,,,,,,,,,,,,,,,,
35,"Baxter, Darren",16,3,5,21,,,,,,,,,3.0,2.0,,,,,,,,,
18,"Cameron, Leon",7,1,1,8,,,3.0,,,,,,1.0,1.0,,,,,,,,,
6,"Campbell, Tony",11,4,2,13,,,,1.0,,,,,2.0,,,,,,,,,,
20,"Coleman, Glenn",9,5,6,15,1,,,1.0,,,,,4.0,,,,,,,,,,
26,"Del-Re, Danny",3,3,2,5,,,,2.0,,,,,,1.0,,,,,,,,,
32,"Foster, Peter",14,6,6,20,,1.0,3.0,,,,,,3.0,1.0,,,,,,,,,
29,"Grant, Chris",11,4,6,17,,1.0,,2.0,,,,,,2.0,,,,,,,,,
7,"Hawkins, Doug",7,5,9,16,3,,,3.0,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",9,3,4,13,2,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
39,"Liberatore, Tony",10,,8,18,,,,6.0,,,,,1.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",18,4,10,28,,,,1.0,,,,,2.0,2.0,,,,,,,,,
25,"Mansfield, Matthew",14,6,3,17,2,,,,,,,,2.0,1.0,,,,,,,,,
5,"Moloney, Troy",7,3,2,9,,,,,,,,,,,,,,,,,,,
31,"Smith, Rohan",7,2,2,9,,,,3.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",5,1,3,8,,,,2.0,,,,,,1.0,,,,,,,,,
8,"Toohey, Bernard",9,3,4,13,,,,2.0,,,,,3.0,1.0,,,,,,,,,
24,"Wallis, Stephen",11,5,3,14,,,,1.0,,,,,,,,,,,,,,,
15,"Wynd, Scott",7,8,11,18,,,35.0,1.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,74,100,300,11,8.0,41.0,27.0,,,,,27.0,19.0,,,,,,,,,
Opposition,Opposition,243,89,115,358,19,19.0,17.0,24.0,,,,,19.0,27.0,6.0,,,,,,,,
