Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",7,2,5,12,2,,,4.0,,1.0,2.0,2.0,2.0,1.0,,7.0,5.0,,1.0,2.0,,,
11,"Archer, Glenn",13,2,3,16,,,,1.0,3.0,2.0,,2.0,,,,8.0,7.0,1.0,,,1.0,,
26,"Bell, Peter",20,6,9,29,1,,,,3.0,4.0,11.0,1.0,4.0,,1.0,18.0,11.0,1.0,1.0,,,,
12,"Blakey, John",9,2,6,15,,,,3.0,,1.0,4.0,,1.0,,,10.0,5.0,1.0,,1.0,,,
22,"Burton, Matthew",2,2,1,3,,1.0,16.0,1.0,,1.0,1.0,,,,,2.0,1.0,1.0,,,,,
17,"Calthorpe, David",4,3,6,10,,,,2.0,,3.0,1.0,2.0,,,,5.0,5.0,1.0,,3.0,,,
16,"Capuano, Mathew",7,1,,7,1,,11.0,,1.0,3.0,2.0,1.0,1.0,1.0,,5.0,2.0,1.0,1.0,1.0,,,
18,"Carey, Wayne",14,6,3,17,1,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,,7.0,9.0,1.0,,1.0,3.0,,
23,"Clayton, Shane",8,1,3,11,,,,3.0,,6.0,,1.0,1.0,,,5.0,5.0,,,,,,
2,"Colbert, Leigh",8,6,2,10,2,,,,,1.0,,,2.0,1.0,,3.0,8.0,,1.0,1.0,,,
19,"Dhurrkay, Gary",3,1,1,4,,,,2.0,,,,,,,,1.0,1.0,,,1.0,,,
6,"Grant, Shannon",11,6,10,21,1,,,2.0,1.0,4.0,4.0,1.0,,1.0,,7.0,13.0,1.0,,3.0,2.0,,
29,"Harvey, Brent",13,3,5,18,,,,,3.0,4.0,4.0,3.0,1.0,1.0,,11.0,7.0,,,1.0,3.0,,
34,"King, David",10,1,3,13,,,,1.0,2.0,4.0,1.0,2.0,1.0,1.0,,6.0,6.0,,,6.0,2.0,,
35,"Makepeace, Troy",13,2,5,18,1,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0,10.0,,,1.0,,,
4,"Martyn, Mick",8,3,5,13,1,,,1.0,2.0,,1.0,,2.0,1.0,,10.0,4.0,1.0,1.0,1.0,,,
31,"McKernan, Corey",9,4,3,12,3,,3.0,1.0,,5.0,1.0,2.0,2.0,4.0,,8.0,4.0,1.0,1.0,,,,
44,"Motlop, Shannon",4,1,5,9,1,,,1.0,,1.0,1.0,2.0,1.0,,,6.0,2.0,,1.0,1.0,,,
28,"Pickett, Byron",11,7,5,16,,,,2.0,2.0,3.0,,3.0,,2.0,,8.0,7.0,1.0,,6.0,5.0,,
13,"Pike, Martin",6,,3,9,1,,,2.0,2.0,2.0,2.0,1.0,,2.0,,6.0,2.0,,,2.0,,,
24,"Sholl, Craig",3,2,1,4,,,,,,1.0,1.0,,,2.0,,1.0,4.0,,,,,,
7,"Simpson, Adam",18,5,7,25,,2.0,3.0,,3.0,3.0,2.0,1.0,1.0,,,9.0,15.0,,,2.0,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,201,66,91,292,15,9.0,34.0,31.0,27.0,52.0,41.0,26.0,23.0,20.0,1.0,149.0,133.0,11.0,7.0,33.0,16.0,,
Opposition,Opposition,213,91,125,338,20,9.0,36.0,32.0,34.0,48.0,45.0,39.0,20.0,23.0,5.0,151.0,198.0,13.0,22.0,46.0,5.0,,
