North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
33,"Allison, Brett",6,2,1,7,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,
5,"Anderson, Stuart",12,4,9,21,2,,,3.0,,,,,1.0,1.0,,,,,,,,,
11,"Archer, Glenn",8,5,6,14,2,2.0,,3.0,,,,,1.0,1.0,,,,,,,,,
26,"Bell, Peter",10,6,9,19,1,1.0,,,,,,,,,1.0,,,,,,,,
12,"Blakey, John",10,6,7,17,,,,1.0,,,,,1.0,,,,,,,,,,
9,"Chandler, Brett",2,,1,3,,,1.0,,,,,,,,,,,,,,,,
17,"Freeborn, Glenn",4,2,5,9,1,1.0,,1.0,,,,,,2.0,,,,,,,,,
29,"Harvey, Brent",12,4,6,18,,1.0,,1.0,,,,,2.0,3.0,,,,,,,,,
34,"King, David",11,1,2,13,,,1.0,2.0,,,,,,,,,,,,,,,
48,"Kirzner, Julian",3,1,,3,1,,,1.0,,,,,,1.0,,,,,,,,,
7,"Laidley, Dani",1,1,4,5,,,,1.0,,,,,,1.0,,,,,,,,,
35,"Longmire, John",8,5,5,13,,,1.0,,,,,,,,,,,,,,,,
4,"Martyn, Mick",10,3,3,13,,,,,,,,,,,,,,,,,,,
31,"McKernan, Corey",13,7,5,18,1,,13.0,1.0,,,,,3.0,,,,,,,,,,
13,"Pike, Martin",9,3,4,13,,,,,,,,,1.0,,,,,,,,,,
22,"Roberts, Mark",16,6,5,21,1,2.0,,2.0,,,,,,,,,,,,,,,
3,"Rock, Anthony",15,5,7,22,,,,1.0,,,,,,1.0,,,,,,,,,
8,"Scott, Robert",8,2,8,16,4,,,,,,,,,2.0,,,,,,,,,
24,"Sholl, Craig",5,4,1,6,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,
37,"Simpson, Adam",8,2,3,11,1,2.0,1.0,4.0,,,,,,,,,,,,,,,
10,"Stevens, Anthony",19,7,5,24,1,,,3.0,,,,,1.0,,3.0,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,190,76,96,286,15,13.0,19.0,26.0,,,,,12.0,14.0,4.0,,,,,,,,
Opposition,Opposition,171,71,98,269,9,4.0,11.0,29.0,,,,,14.0,12.0,2.0,,,,,,,,
