Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",25y 1d,93 (61-1-31 66.13%),45 (0.48),←,
18,"Betts, Eddie",32y 229d,311 (152-3-156 49.36%),595 (1.91),127 (77-0-50 60.63%),305 (2.40)
16,"Brown, Luke",26y 294d,144 (84-1-59 58.68%),13 (0.09),←,
2,"Crouch, Brad",25y 180d,77 (44-0-33 57.14%),30 (0.39),←,
5,"Crouch, Matt",24y 83d,103 (65-1-37 63.59%),23 (0.22),←,
1,"Greenwood, Hugh",27y 129d,49 (30-1-18 62.24%),35 (0.71),←,
15,"Hartigan, Kyle",27y 248d,96 (61-0-35 63.54%),1 (0.01),←,
4,"Jenkins, Josh",30y 155d,145 (85-1-59 58.97%),291 (2.01),←,
42,"Keath, Alex",27y 174d,28 (16-1-11 58.93%),1 (0.04),←,
8,"Kelly, Jake",24y 173d,69 (40-1-28 58.70%),1 (0.01),←,
3,"Knight, Riley",24y 108d,49 (35-1-13 72.45%),34 (0.69),←,
29,"Laird, Rory",25y 196d,137 (83-1-53 60.95%),12 (0.09),←,
14,"Mackay, David",30y 353d,214 (128-1-85 60.05%),60 (0.28),←,
30,"Milera, Wayne",21y 302d,54 (34-1-19 63.89%),21 (0.39),←,
44,"Murphy, Lachlan",20y 221d,27 (15-0-12 55.56%),28 (1.04),←,
43,"OBrien, Reilly",23y 327d,16 (10-0-6 62.50%),3 (0.19),←,
11,"Seedsman, Paul",27y 172d,97 (56-1-40 58.25%),49 (0.51),48 (29-1-18 61.46%),32 (0.67)
9,"Sloane, Rory",29y 118d,193 (113-1-79 58.81%),121 (0.63),←,
33,"Smith, Brodie",27y 180d,161 (98-1-62 61.18%),52 (0.32),←,
17,"Stengle, Tyson",20y 267d,3 (2-0-1 66.67%),5 (1.67),1 (1-0-0 100.00%),3 (3.00)
12,"Talia, Daniel",27y 284d,180 (107-1-72 59.72%),6 (0.03),←,
13,"Walker, Taylor",29y 79d,183 (105-1-77 57.65%),411 (2.25),←,
Totals,Totals,26y 144d,2429 (1424-19-986 58.62%),1837 (0.76),,
C,"Pyke, Don",50y 220d,87 (55-1-31 63.79%),,←,
