Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Blurton, Ashley",10,4,7,17,,1.0,,,1.0,5.0,2.0,,,,,,,,,,,,
17,"Broderick, Paul",9,2,13,22,2,,,3.0,2.0,,3.0,,1.0,1.0,,,,,,,,,
21,"Bulluss, Paul",6,8,5,11,,,,,2.0,,,1.0,,1.0,,,,,,,,,
9,"Campbell, Wayne",19,5,9,28,1,,,2.0,5.0,1.0,8.0,3.0,,2.0,,,,,,,,,
6,"Chaffey, Mark",3,2,1,4,,,,,,2.0,,,,,,,,,,,,,
10,"Daffy, Nick",20,4,1,21,1,2.0,,2.0,,8.0,7.0,1.0,,,,,,,,,,,
25,"Gale, Brendon",11,6,6,17,2,,25.0,1.0,,5.0,5.0,1.0,1.0,2.0,3.0,,,,,,,,
1,"Gale, Michael",11,2,7,18,1,,,1.0,2.0,6.0,2.0,,,,,,,,,,,,
2,"Gaspar, Darren",11,4,17,28,,,,,4.0,,1.0,,4.0,2.0,1.0,,,,,,,,
20,"Harrison, Ben",14,8,5,19,1,3.0,,2.0,,3.0,3.0,1.0,1.0,1.0,,,,,,,,,
16,"Holland, Ben",7,4,2,9,1,4.0,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,
3,"Kellaway, Duncan",6,2,12,18,,,,4.0,2.0,1.0,,,4.0,,,,,,,,,,
33,"Knights, Matthew",25,6,9,34,1,,,7.0,3.0,7.0,1.0,2.0,4.0,,2.0,,,,,,,,
36,"Manfield, Matthew",2,,,2,,,,,,,,,,,,,,,,,,,
8,"Merenda, Mark",4,1,2,6,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,
28,"Moore, Ben",6,2,,6,1,,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,
5,"Ottens, Brad",2,2,3,5,,,6.0,,,,1.0,,1.0,,,,,,,,,,
13,"Powell, Robert",17,4,4,21,1,,,2.0,,6.0,2.0,2.0,3.0,1.0,,,,,,,,,
7,"Prescott, Ashley",7,7,5,12,,,,,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,
4,"Rogers, Matthew",13,6,3,16,2,2.0,,2.0,,2.0,1.0,1.0,,1.0,,,,,,,,,
37,"Ryan, Damien",5,2,2,7,,,,1.0,3.0,,,,1.0,2.0,,,,,,,,,
29,"Torney, Jason",2,1,3,5,,,,2.0,1.0,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,82,116,326,14,19.0,32.0,31.0,28.0,50.0,37.0,16.0,23.0,21.0,6.0,,,,,,,,
Opposition,Opposition,184,75,92,276,13,11.0,28.0,31.0,30.0,47.0,37.0,21.0,21.0,22.0,,,,,,,,,
