Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
8,"Bewick, Darren",7,1,3,10,,,,2.0,,,,,,1.0,,,,,,,,,
33,"Caracella, Blake",11,5,6,17,3,3.0,,3.0,,,,,,2.0,3.0,,,,,,,,
9,"Cockatoo-Collins, Che",5,2,5,10,,,,1.0,,,,,,1.0,,,,,,,,,
23,"Cransberg, Peter",14,6,3,17,,1.0,,,,,,,5.0,,,,,,,,,,
7,"Daniher, Chris",9,3,9,18,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
38,"Denham, Sean",11,1,13,24,1,,,4.0,,,,,2.0,1.0,,,,,,,,,
31,"Fletcher, Dustin",11,4,1,12,3,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,,,
30,"Fraser, Mark",8,3,2,10,2,,,3.0,,,,,3.0,3.0,,,,,,,,,
26,"Heffernan, Chris",5,2,4,9,,,,3.0,,,,,,,,,,,,,,,
42,"Johnson, Jason",5,,3,8,,,,1.0,,,,,,1.0,,,,,,,,,
18,"Lloyd, Matthew",8,4,2,10,,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,
25,"Lucas, Scott",11,6,4,15,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
24,"Misiti, Joe",3,1,4,7,,,,2.0,,,,,2.0,1.0,,,,,,,,,
46,"Moorcroft, Gary",6,5,6,12,,,,5.0,,,,,,2.0,,,,,,,,,
10,"ODonnell, Gary",9,2,10,19,,,,,,,,,1.0,,,,,,,,,,
15,"Prior, Michael",11,3,4,15,,,,,,,,,,1.0,,,,,,,,,
19,"Somerville, Peter",4,3,2,6,,,12.0,,,,,,,,,,,,,,,,
17,"Stevenson, Robert",3,,1,4,,,,2.0,,,,,,,,,,,,,,,
12,"Symons, Michael",2,2,2,4,,,,1.0,,,,,1.0,,,,,,,,,,
21,"Wallis, Dean",8,4,3,11,,,,2.0,,,,,1.0,2.0,,,,,,,,,
6,"Wellman, Sean",13,4,1,14,1,,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,61,88,252,11,7.0,14.0,39.0,,,,,22.0,23.0,3.0,,,,,,,,
Opposition,Opposition,192,74,119,311,9,14.0,18.0,36.0,,,,,23.0,22.0,3.0,,,,,,,,
