Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",27y 178d,147 (84-1-62 57.48%),80 (0.54),102 (76-1-25 75.00%),56 (0.55)
31,"Andrews, Harris",28y 115d,216 (110-1-105 51.16%),11 (0.05),←,
43,"Answerth, Noah",25y 242d,75 (54-0-21 72.00%),2 (0.03),←,
10,"Ashcroft, Levi",18y 108d,4 (4-0-0 100.00%),2 (0.50),←,
8,"Ashcroft, Will",20y 334d,35 (28-0-7 80.00%),14 (0.40),←,
33,"Bailey, Zac",25y 194d,144 (98-0-46 68.06%),152 (1.06),←,
7,"Berry, Jarrod",27y 59d,164 (97-1-66 59.45%),66 (0.40),←,
23,"Cameron, Charlie",30y 274d,231 (150-2-79 65.37%),408 (1.77),158 (103-1-54 65.51%),321 (2.03)
14,"Day, Sam",32y 211d,158 (49-2-107 31.65%),117 (0.74),3 (3-0-0 100.00%),
5,"Dunkley, Josh",28y 86d,171 (105-1-65 61.70%),75 (0.44),55 (40-1-14 73.64%),10 (0.18)
3,"Fletcher, Jaspa",21y 40d,45 (33-1-11 74.44%),15 (0.33),←,
30,"Hipwood, Eric",27y 204d,181 (103-1-77 57.18%),267 (1.48),←,
35,"Lester, Ryan",32y 222d,211 (103-1-107 49.05%),47 (0.22),←,
6,"McCluggage, Hugh",27y 33d,186 (110-1-75 59.41%),118 (0.63),←,
46,"McInerney, Oscar",30y 269d,154 (100-1-53 65.26%),64 (0.42),←,
28,"McLachlan, Will",19y 357d,2 (2-0-0 100.00%),2 (1.00),←,
13,"Morris, Logan",19y 330d,23 (19-1-3 84.78%),31 (1.35),←,
9,"Neale, Lachie",31y 316d,276 (162-1-113 58.88%),129 (0.47),141 (97-1-43 69.15%),62 (0.44)
40,"Payne, Jack",25y 172d,72 (48-1-23 67.36%),2 (0.03),←,
16,"Rayner, Cam",25y 166d,144 (91-1-52 63.54%),136 (0.94),←,
38,"Reville, Bruce",24y 42d,15 (13-1-1 90.00%),6 (0.40),←,
44,"Wilmot, Darcy",21y 95d,60 (43-1-16 72.50%),6 (0.10),←,
15,"Zorko, Dayne",36y 55d,281 (138-1-142 49.29%),236 (0.84),←,
Totals,Totals,26y 162d,2995 (1744-20-1231 58.23%),1986 (0.66),,
C,"Fagan, Chris",63y 286d,193 (114-1-78 59.33%),,←,
