Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",27y 138d,100 (49-2-49 50.00%),8 (0.08),←,
29,"Bolton, Shai",19y 218d,9 (5-0-4 55.56%),4 (0.44),←,
22,"Caddy, Josh",25y 289d,131 (78-1-52 59.92%),129 (0.98),36 (26-0-10 72.22%),53 (1.47)
11,"Castagna, Jason",22y 2d,44 (29-0-15 65.91%),47 (1.07),←,
9,"Cotchin, Trent",28y 98d,213 (112-2-99 53.05%),121 (0.57),←,
10,"Edwards, Shane",29y 262d,223 (106-5-112 48.65%),150 (0.67),←,
5,"Ellis, Brandon",24y 345d,147 (85-1-61 58.16%),47 (0.32),←,
32,"Ellis, Corey",21y 278d,27 (13-0-14 48.15%),7 (0.26),←,
6,"Grigg, Shaun",30y 86d,206 (108-2-96 52.91%),95 (0.46),163 (90-2-71 55.83%),85 (0.52)
2,"Grimes, Dylan",26y 363d,119 (72-0-47 60.50%),3 (0.03),←,
28,"Higgins, Jack",19y 117d,12 (10-0-2 83.33%),8 (0.67),←,
14,"Houli, Bachar",30y 63d,180 (93-3-84 52.50%),40 (0.22),154 (83-2-69 54.55%),31 (0.20)
23,"Lambert, Kane",26y 230d,68 (43-0-25 63.24%),42 (0.62),←,
4,"Martin, Dustin",27y 18d,193 (102-2-89 53.37%),207 (1.07),←,
36,"Moore, Callum",21y 314d,7 (3-0-4 42.86%),5 (0.71),←,
25,"Nankervis, Toby",23y 336d,52 (37-0-15 71.15%),19 (0.37),40 (30-0-10 75.00%),16 (0.40)
3,"Prestia, Dion",25y 275d,124 (49-0-75 39.52%),40 (0.32),29 (23-0-6 79.31%),10 (0.34)
18,"Rance, Alex",28y 278d,191 (98-2-91 51.83%),9 (0.05),←,
8,"Riewoldt, Jack",29y 256d,241 (117-4-120 49.38%),574 (2.38),←,
17,"Rioli, Daniel",21y 89d,47 (27-0-20 57.45%),45 (0.96),←,
15,"Short, Jayden",22y 171d,48 (28-0-20 58.33%),15 (0.31),←,
1,"Vlastuin, Nick",24y 86d,109 (66-0-43 60.55%),24 (0.22),←,
Totals,Totals,25y 130d,2491 (1330-24-1137 53.39%),1639 (0.66),,
C,"Hardwick, Damien",45y 330d,198 (104-2-92 53.03%),,←,
