Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
11,"Adams, Taylor",19y 317d,28 (3-0-25 10.71%),10 (0.36),←,
50,"Brogan, Dean",34y 232d,191 (101-1-89 53.14%),53 (0.28),17 (2-0-15 11.76%),3 (0.18)
47,"Bruce, Josh",21y 56d,13 (1-0-12 7.69%),3 (0.23),←,
14,"Bugg, Tomas",20y 120d,29 (3-0-26 10.34%),9 (0.31),←,
18,"Cameron, Jeremy",20y 124d,33 (3-0-30 9.09%),83 (2.52),←,
3,"Coniglio, Stephen",19y 231d,26 (3-0-23 11.54%),6 (0.23),←,
1,"Davis, Phil",22y 338d,49 (14-0-35 28.57%),6 (0.12),31 (3-0-28 9.68%),5 (0.16)
26,"Giles, Jonathan",25y 207d,38 (3-0-35 7.89%),30 (0.79),←,
4,"Greene, Toby",19y 312d,34 (3-0-31 8.82%),10 (0.29),←,
2,"Hampton, Curtly",20y 146d,31 (2-0-29 6.45%),7 (0.23),←,
19,"Haynes, Nick",21y 77d,16 (1-0-15 6.25%),1 (0.06),←,
40,"Kennedy, Adam",21y 22d,30 (3-0-27 10.00%),,←,
39,"Mohr, Tim",24y 288d,31 (2-0-29 6.45%),1 (0.03),←,
9,"Scully, Tom",22y 80d,67 (16-1-50 24.63%),19 (0.28),36 (3-0-33 8.33%),13 (0.36)
5,"Shiel, Dylan",20y 147d,30 (2-0-28 6.67%),15 (0.50),←,
10,"Smith, Devon",20y 75d,37 (3-0-34 8.11%),25 (0.68),←,
20,"Tomlinson, Adam",19y 358d,22 (1-0-21 4.55%),6 (0.27),←,
17,"Treloar, Adam",20y 147d,35 (3-0-32 8.57%),21 (0.60),←,
8,"Ward, Callan",23y 115d,98 (35-0-63 35.71%),52 (0.53),38 (3-0-35 7.89%),19 (0.50)
42,"Whiley, Mark",20y 245d,7 (1-0-6 14.29%),,←,
6,"Whitfield, Lachie",19y 16d,16 (1-0-15 6.25%),7 (0.44),←,
51,"Williams, Zac",18y 317d,8 (1-0-7 12.50%),1 (0.13),←,
Totals,Totals,21y 247d,869 (205-2-662 23.59%),365 (0.42),,
C,"Sheedy, Kevin",65y 222d,674 (389-6-279 58.16%),,40 (3-0-37 7.50%),
