North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Archer, Jackson",2,1.0,4,6,,,,2.0,,,,2.0,,1.0,,3.0,4,,,2.0,,,85.0
30,"Comben, Charlie",11,7.0,4,15,,,,,2.0,1.0,,,3.0,,,5.0,8,1.0,,3.0,,,87.0
4,"Corr, Aidan",11,7.0,3,14,,,,1.0,5.0,,,,,,,4.0,8,1.0,,4.0,,,92.0
25,"Curtis, Paul",7,7.0,5,12,1.0,,,4.0,,3.0,,3.0,1.0,2.0,,6.0,7,2.0,1.0,1.0,,,78.0
9,"Davies-Uniacke, Luke",18,5.0,17,35,1.0,1.0,,2.0,2.0,6.0,9.0,5.0,2.0,2.0,,18.0,19,1.0,1.0,2.0,,,90.0
18,"Dawson, Wil",6,4.0,5,11,,,,1.0,1.0,,,,,,,6.0,5,1.0,,5.0,1.0,,83.0
7 ↓,"Duursma, Zane",1,,2,3,1.0,,,,,,,3.0,1.0,1.0,,2.0,1,,,,,,49.0
16,"Fisher, Zac",24,8.0,8,32,,,,,8.0,,1.0,,,,,2.0,22,,,1.0,2.0,,85.0
40,"Ford, Eddie",5,3.0,3,8,1.0,,,1.0,,1.0,,2.0,,1.0,,4.0,4,,1.0,1.0,,,69.0
20,"Larkey, Nick",4,3.0,2,6,,1.0,1.0,1.0,,,,2.0,1.0,,,4.0,3,2.0,1.0,2.0,,,87.0
35 ↑,"Lazzaro, Charlie",3,1.0,3,6,,,,1.0,,,,2.0,,,,,6,,,,,,35.0
11,"McDonald, Luke",13,8.0,4,17,,,,,4.0,2.0,,1.0,,,,3.0,14,1.0,,4.0,,,80.0
32,"Pink, Toby",6,5.0,2,8,,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,4.0,5,,,,,,78.0
24,"Powell, Tom",6,3.0,8,14,1.0,,,6.0,,2.0,3.0,,,,,4.0,9,,,,,,75.0
8,"Scott, Bailey",5,3.0,3,8,,,,2.0,1.0,2.0,1.0,1.0,,,,1.0,7,,,,,,84.0
3,"Sheezel, Harry",15,5.0,10,25,1.0,,,5.0,3.0,6.0,7.0,2.0,,,1.0,12.0,13,1.0,1.0,3.0,,,85.0
14,"Shiels, Liam",7,,5,12,,1.0,,2.0,,1.0,2.0,3.0,1.0,2.0,,5.0,6,,,,,,80.0
2,"Stephenson, Jaidyn",8,5.0,4,12,,,,2.0,2.0,1.0,,1.0,,,,3.0,9,,,2.0,,,78.0
5,"Taylor, Curtis",8,5.0,7,15,,,,2.0,1.0,3.0,1.0,1.0,,,,4.0,11,,1.0,1.0,,1.0,76.0
13,"Tucker, Darcy",22,12.0,7,29,,,,4.0,7.0,1.0,,1.0,,,,4.0,23,,,1.0,,,85.0
6,"Wardlaw, George",16,6.0,4,20,,1.0,,3.0,3.0,5.0,5.0,3.0,2.0,2.0,,10.0,12,1.0,1.0,,,2.0,69.0
38,"Xerri, Tristan",9,3.0,13,22,,1.0,34.0,6.0,4.0,1.0,3.0,4.0,2.0,1.0,,13.0,10,,1.0,1.0,,,88.0
44,"Zurhaar, Cameron",9,6.0,6,15,1.0,,,,,3.0,,2.0,,,,5.0,10,2.0,,2.0,,1.0,81.0
Totals,Totals,216,107.0,129,345,7.0,6.0,37.0,46.0,44.0,39.0,32.0,39.0,14.0,12.0,1.0,122.0,216,13.0,8.0,35.0,3.0,4.0,
Opposition,Opposition,210,111.0,132,342,16.0,11.0,34.0,64.0,32.0,60.0,34.0,47.0,12.0,14.0,5.0,111.0,236,7.0,18.0,31.0,13.0,12.0,
