Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
22,"Bain, David",26y 6d,66 (14-1-51 21.97%),38 (0.58),←,
25,"Campbell, Matthew",28y 99d,68 (15-1-52 22.79%),21 (0.31),←,
1,"Champion, Richard",24y 24d,25 (3-1-21 14.00%),9 (0.36),←,
12,"Clarke, Troy",22y 335d,18 (2-1-15 13.89%),8 (0.44),←,
4,"Gastev, John",27y 271d,96 (32-1-63 33.85%),63 (0.66),66 (15-1-50 23.48%),32 (0.48)
34,"Green, Ashley",19y 32d,5 (1-1-3 30.00%),,←,
14,"Hamilton, Shane",21y 264d,43 (13-0-30 30.23%),56 (1.30),16 (1-0-15 6.25%),16 (1.00)
11,"Hutton, John",25y 348d,7 (1-1-5 21.43%),20 (2.86),←,
41,"Kennedy, Matthew",22y 94d,23 (3-0-20 13.04%),3 (0.13),←,
17,"Leslie, Martin",29y 173d,58 (12-1-45 21.55%),4 (0.07),←,
16,"Luhrs, Simon",21y 325d,11 (1-0-10 9.09%),,←,
40,"McLuckie, Steven",19y 86d,6 (1-1-4 25.00%),7 (1.17),←,
26,"Noonan, Danny",23y 161d,24 (3-1-20 14.58%),10 (0.42),←,
44,"Palfreyman, Nigel",18y 219d,7 (1-1-5 21.43%),4 (0.57),←,
13,"Potter, Craig",26y 110d,47 (23-0-24 48.94%),17 (0.36),5 (1-0-4 20.00%),1 (0.20)
23,"Schache, Laurence",24y 204d,21 (3-1-17 16.67%),50 (2.38),←,
33,"White, Darryl",18y 331d,6 (1-1-4 25.00%),2 (0.33),←,
28,"Windsor, Ray",19y 271d,13 (2-1-10 19.23%),9 (0.69),←,
18,"Worsfold, Peter",21y 302d,14 (1-1-12 10.71%),15 (1.07),←,
21,"Zanotti, Mark",27y 182d,88 (26-0-62 29.55%),9 (0.10),52 (9-0-43 17.31%),3 (0.06)
Totals,Totals,23y 174d,646 (158-15-473 24.46%),345 (0.53),,
C,"Walls, Robert",41y 292d,228 (119-2-107 52.63%),,29 (4-1-24 15.52%),
