Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",20y 286d,29 (21-1-7 74.14%),3 (0.10),←,
21,"Akermanis, Jason",31y 146d,283 (172-6-105 61.84%),366 (1.29),35 (21-2-12 62.86%),59 (1.69)
5,"Boyd, Matthew",25y 327d,106 (51-2-53 49.06%),31 (0.29),←,
17,"Cooney, Adam",22y 293d,103 (51-2-50 50.49%),108 (1.05),←,
4,"Cross, Daniel",25y 111d,101 (48-3-50 49.01%),19 (0.19),←,
10,"Eagleton, Nathan",29y 252d,227 (105-5-117 47.36%),193 (0.85),171 (79-3-89 47.08%),148 (0.87)
3,"Everitt, Andrejs",19y 128d,14 (7-1-6 53.57%),4 (0.29),←,
13,"Giansiracusa, Daniel",26y 130d,141 (61-4-76 44.68%),140 (0.99),←,
9,"Gilbee, Lindsay",27y 11d,132 (64-2-66 49.24%),73 (0.55),←,
16,"Griffen, Ryan",21y 358d,66 (40-1-25 61.36%),29 (0.44),←,
8,"Hahn, Mitch",27y 70d,128 (59-2-67 46.88%),98 (0.77),←,
40,"Harbrow, Jarrod",20y 1d,16 (10-1-5 65.63%),8 (0.50),←,
25,"Hargrave, Ryan",26y 359d,132 (60-4-68 46.97%),33 (0.25),←,
15,"Hudson, Ben",29y 146d,71 (45-1-25 64.08%),8 (0.11),16 (13-1-2 84.38%),2 (0.13)
6,"Johnson, Brad",32y 1d,315 (150-7-158 48.73%),491 (1.56),←,
36,"Lake, Brian",26y 143d,113 (51-2-60 46.02%),12 (0.11),←,
27,"Minson, Will",23y 99d,57 (35-1-21 62.28%),28 (0.49),←,
38,"Morris, Dale",25y 203d,78 (46-2-30 60.26%),1 (0.01),←,
2,"Murphy, Robert",26y 40d,142 (60-4-78 43.66%),119 (0.84),←,
1,"Ray, Farren",22y 118d,70 (34-1-35 49.29%),32 (0.46),←,
35,"Tiller, Stephen",21y 115d,12 (6-1-5 54.17%),7 (0.58),←,
28,"Welsh, Scott",29y 225d,180 (108-1-71 60.28%),332 (1.84),15 (12-1-2 83.33%),32 (2.13)
Totals,Totals,25y 179d,2516 (1284-54-1178 51.03%),2135 (0.85),,
C,"Eade, Rodney",50y 106d,236 (128-4-104 55.08%),,84 (47-2-35 57.14%),
