West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
16,"Adkins, Damien",7,2.0,,7,,,,,1.0,3.0,1.0,7.0,,,,1.0,7,,,,,,42.0
10,"Braun, Michael",4,3.0,1.0,5,,,,4.0,1.0,,,1.0,,,,,5,,,,,,75.0
46,"Carroll, Trent",6,2.0,6.0,12,,,1.0,1.0,5.0,,1.0,1.0,1.0,1.0,,6.0,5,,,2.0,,,75.0
15,"Chambers, Callum",7,3.0,2.0,9,,,,,1.0,2.0,1.0,3.0,,,,2.0,6,,,3.0,2.0,1.0,66.0
17,"Chick, Daniel",2,2.0,5.0,7,1.0,,,2.0,,1.0,,1.0,,,,4.0,2,,,3.0,,,71.0
9,"Cousins, Ben",8,1.0,5.0,13,,,,2.0,1.0,,3.0,2.0,2.0,1.0,,10.0,4,,,1.0,,1.0,89.0
20,"Cox, Dean",4,4.0,4.0,8,,,24.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,,4.0,4,1.0,,,,,62.0
32,"Embley, Andrew",20,9.0,3.0,23,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,,,,8.0,15,,1.0,1.0,2.0,,91.0
7,"Fletcher, Chad",12,3.0,8.0,20,,,,6.0,1.0,4.0,2.0,1.0,,,,5.0,16,,,2.0,1.0,,100.0
39,"Hunter, Adam",3,3.0,6.0,9,,,,1.0,,,2.0,,,,,3.0,6,1.0,,4.0,,,95.0
18,"Jones, Rowan",2,2.0,8.0,10,,,,3.0,,1.0,1.0,,,,,6.0,4,1.0,,2.0,,,100.0
3,"Judd, Chris",21,6.0,9.0,30,1.0,,,3.0,6.0,5.0,4.0,3.0,1.0,1.0,3.0,16.0,15,,1.0,2.0,3.0,2.0,93.0
4,"Kerr, Daniel",11,5.0,5.0,16,,,,6.0,1.0,4.0,4.0,2.0,3.0,1.0,,13.0,5,3.0,,2.0,,1.0,86.0
21,"Lynch, Quinten",10,2.0,4.0,14,,,1.0,3.0,7.0,1.0,1.0,3.0,2.0,1.0,,9.0,4,1.0,,1.0,,,100.0
33,"Matera, Phillip",9,6.0,2.0,11,3.0,4.0,,,,1.0,,2.0,1.0,,,4.0,6,,5.0,,,1.0,100.0
2,"McDougall, Andrew",7,5.0,1.0,8,3.0,2.0,,1.0,,1.0,,1.0,,1.0,,2.0,6,,5.0,,,1.0,100.0
5,"Morrison, Chad",8,3.0,5.0,13,,,,,1.0,1.0,,,2.0,,,6.0,6,,,1.0,,,64.0
28,"Sampi, Ashley",3,2.0,4.0,7,1.0,,,3.0,1.0,1.0,1.0,,1.0,,,6.0,1,1.0,,,,1.0,100.0
14,"Seaby, Mark",5,6.0,2.0,7,1.0,,15.0,,2.0,3.0,,,1.0,,,3.0,5,2.0,,3.0,,,56.0
41,"Staker, Brent",5,5.0,5.0,10,,,1.0,2.0,,2.0,,1.0,,1.0,,4.0,6,2.0,,1.0,,1.0,100.0
22,"Waters, Beau",6,2.0,3.0,9,,,,3.0,2.0,1.0,1.0,,2.0,,,4.0,5,,,,,,38.0
44,"Wirrpanda, David",11,,4.0,15,,,,3.0,12.0,,,2.0,1.0,2.0,,5.0,7,,,5.0,3.0,,98.0
Totals,Totals,171,76.0,92.0,263,12.0,7.0,43.0,45.0,47.0,35.0,28.0,34.0,18.0,11.0,3.0,121.0,140,12.0,12.0,33.0,11.0,9.0,
Opposition,Opposition,173,51.0,123.0,296,10.0,16.0,39.0,65.0,19.0,59.0,50.0,35.0,11.0,18.0,3.0,142.0,151,13.0,10.0,48.0,18.0,6.0,
