Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",22y 254d,70 (30-2-38 44.29%),23 (0.33),←,
20,"Black, Simon",29y 114d,228 (138-3-87 61.18%),143 (0.63),←,
36,"Bradshaw, Daniel",29y 248d,196 (112-2-82 57.65%),421 (2.15),193 (109-2-82 56.99%),421 (2.18)
17,"Brennan, Jared",23y 364d,76 (38-2-36 51.32%),55 (0.72),←,
16,"Brown, Jonathan",26y 271d,155 (101-2-52 65.81%),325 (2.10),←,
19,"Charman, Jamie",26y 10d,121 (72-3-46 60.74%),54 (0.45),←,
1,"Clark, Mitch",20y 281d,21 (8-1-12 40.48%),18 (0.86),←,
22,"Collier, Tom",19y 123d,5 (2-0-3 40.00%),1 (0.20),←,
30,"Copeland, Robert",27y 61d,141 (82-2-57 58.87%),38 (0.27),←,
18,"Corrie, Anthony",24y 34d,50 (23-0-27 46.00%),45 (0.90),←,
34,"Dalziell, Bradd",21y 133d,2 (1-0-1 50.00%),,←,
39,"Drummond, Josh",25y 98d,43 (20-1-22 47.67%),22 (0.51),←,
4,"Johnstone, Travis",28y 9d,174 (86-1-87 49.71%),128 (0.74),14 (8-0-6 57.14%),17 (1.21)
9,"McGrath, Ashley",25y 67d,109 (61-1-47 56.42%),99 (0.91),←,
21,"Merrett, Daniel",23y 227d,63 (27-2-34 44.44%),16 (0.25),←,
8,"Notting, Tim",29y 279d,195 (115-3-77 59.74%),132 (0.68),←,
24,"Patfull, Joel",23y 232d,53 (23-2-28 45.28%),18 (0.34),←,
6,"Power, Luke",28y 200d,212 (126-2-84 59.91%),189 (0.89),←,
35,"Rischitelli, Michael",22y 200d,60 (27-2-31 46.67%),25 (0.42),←,
29,"Roe, Jason",24y 135d,37 (17-1-19 47.30%),6 (0.16),←,
11,"Sherman, Justin",21y 182d,68 (27-2-39 41.18%),42 (0.62),←,
32,"Stiller, Cheynee",22y 84d,45 (16-2-27 37.78%),12 (0.27),←,
Totals,Totals,24y 297d,2124 (1152-36-936 54.24%),1812 (0.85),,
C,"Matthews, Leigh",56y 147d,456 (266-8-182 59.21%),,232 (141-3-88 61.42%),
