Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
21,"Akermanis, Jason",32y 199d,315 (191-6-118 61.59%),419 (1.33),67 (40-2-25 61.19%),112 (1.67)
5,"Boyd, Matthew",27y 15d,139 (70-2-67 51.08%),49 (0.35),←,
33,"Callan, Tim",25y 248d,32 (19-1-12 60.94%),4 (0.13),17 (9-1-7 55.88%),1 (0.06)
17,"Cooney, Adam",23y 346d,134 (70-2-62 52.99%),127 (0.95),←,
4,"Cross, Daniel",26y 165d,132 (65-3-64 50.38%),24 (0.18),←,
10,"Eagleton, Nathan",30y 305d,260 (124-5-131 48.65%),217 (0.83),204 (98-3-103 48.77%),172 (0.84)
13,"Giansiracusa, Daniel",27y 184d,167 (76-4-87 46.71%),171 (1.02),←,
9,"Gilbee, Lindsay",28y 65d,163 (82-2-79 50.92%),101 (0.62),←,
16,"Griffen, Ryan",23y 46d,96 (56-1-39 58.85%),51 (0.53),←,
8,"Hahn, Mitch",28y 124d,161 (78-2-81 49.07%),147 (0.91),←,
40,"Harbrow, Jarrod",21y 55d,47 (27-1-19 58.51%),20 (0.43),←,
25,"Hargrave, Ryan",28y 47d,163 (78-4-81 49.08%),35 (0.21),←,
7,"Higgins, Shaun",21y 191d,51 (29-1-21 57.84%),64 (1.25),←,
15,"Hudson, Ben",30y 199d,101 (63-1-37 62.87%),10 (0.10),46 (31-1-14 68.48%),4 (0.09)
6,"Johnson, Brad",33y 55d,348 (169-7-172 49.57%),547 (1.57),←,
36,"Lake, Brian",27y 196d,146 (70-2-74 48.63%),15 (0.10),←,
27,"Minson, Will",24y 153d,90 (54-1-35 60.56%),48 (0.53),←,
38,"Morris, Dale",26y 256d,111 (65-2-44 59.46%),2 (0.02),←,
2,"Murphy, Robert",27y 94d,166 (73-4-89 45.18%),138 (0.83),←,
42,"Picken, Liam",23y 41d,22 (15-0-7 68.18%),7 (0.32),←,
14,"Ward, Callan",19y 154d,27 (18-0-9 66.67%),20 (0.74),←,
28,"Welsh, Scott",30y 278d,204 (122-1-81 60.05%),363 (1.78),39 (26-1-12 67.95%),63 (1.62)
Totals,Totals,26y 255d,3075 (1614-52-1409 52.49%),2579 (0.84),,
C,"Eade, Rodney",51y 160d,269 (147-4-118 55.39%),,117 (66-2-49 57.26%),
