Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",29y 201d,237 (167-2-68 70.89%),159 (0.67),←,
46,"Blicavs, Mark",22y 87d,11 (9-0-2 81.82%),5 (0.45),←,
28,"Christensen, Allen",22y 35d,48 (36-0-12 75.00%),44 (0.92),←,
11,"Corey, Joel",31y 126d,264 (174-2-88 66.29%),75 (0.28),←,
22,"Duncan, Mitch",22y 13d,63 (50-0-13 79.37%),58 (0.92),←,
44,"Enright, Corey",31y 282d,256 (169-2-85 66.41%),54 (0.21),←,
29,"Guthrie, Cameron",20y 308d,28 (20-0-8 71.43%),4 (0.14),←,
26,"Hawkins, Tom",24y 337d,112 (89-0-23 79.46%),201 (1.79),←,
8,"Hunt, Josh",31y 101d,191 (130-1-60 68.32%),29 (0.15),←,
19,"Hunt, Taylor",22y 230d,49 (38-0-11 77.55%),14 (0.29),←,
20,"Johnson, Steve",29y 354d,205 (148-2-55 72.68%),390 (1.90),←,
9,"Kelly, James",29y 176d,220 (150-1-69 68.41%),79 (0.36),←,
13,"Lonergan, Tom",29y 37d,109 (82-1-26 75.69%),50 (0.46),←,
4,"Mackie, Andrew",28y 320d,185 (143-0-42 77.30%),84 (0.45),←,
32,"Motlop, Steven",22y 103d,38 (26-0-12 68.42%),47 (1.24),←,
21,"Murdoch, Jordan",21y 92d,13 (10-0-3 76.92%),9 (0.69),←,
31,"Podsiadly, James",31y 286d,71 (53-0-18 74.65%),154 (2.17),←,
14,"Selwood, Joel",25y 28d,147 (121-0-26 82.31%),71 (0.48),←,
16,"Simpson, Dawson",24y 126d,6 (3-0-3 50.00%),,←,
27,"Stokes, Mathew",28y 213d,143 (114-0-29 79.72%),189 (1.32),←,
41,"Stringer, Jesse",22y 81d,10 (7-0-3 70.00%),4 (0.40),←,
7,"Taylor, Harry",27y 11d,123 (98-0-25 79.67%),32 (0.26),←,
Totals,Totals,26y 111d,2529 (1837-11-681 72.64%),1752 (0.69),,
C,"Scott, Chris",37y 51d,60 (47-0-13 78.33%),,←,
