Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",24y 225d,94 (46-0-48 48.94%),37 (0.39),49 (38-0-11 77.55%),13 (0.27)
31,"Andrews, Harris",25y 162d,146 (61-0-85 41.78%),10 (0.07),←,
43,"Answerth, Noah",22y 289d,38 (28-0-10 73.68%),2 (0.05),←,
33,"Bailey, Zac",22y 241d,80 (51-0-29 63.75%),76 (0.95),←,
7,"Berry, Jarrod",24y 106d,95 (49-0-46 51.58%),43 (0.45),←,
23,"Cameron, Charlie",27y 321d,161 (102-1-58 63.66%),273 (1.70),88 (55-0-33 62.50%),186 (2.11)
18,"Coleman, Keidean",22y 52d,28 (19-0-9 67.86%),10 (0.36),←,
32,"Fort, Darcy",28y 289d,18 (13-0-5 72.22%),13 (0.72),10 (8-0-2 80.00%),7 (0.70)
21,"Fullarton, Tom",23y 88d,16 (7-0-9 43.75%),6 (0.38),←,
27,"Gardiner, Darcy",26y 242d,142 (64-0-78 45.07%),5 (0.04),←,
30,"Hipwood, Eric",24y 251d,112 (54-0-58 48.21%),163 (1.46),←,
17,"Lyons, Jarryd",29y 304d,169 (98-0-71 57.99%),83 (0.49),77 (54-0-23 70.13%),34 (0.44)
11,"McCarthy, Lincoln",28y 212d,104 (75-0-29 72.12%),109 (1.05),75 (52-0-23 69.33%),84 (1.12)
6,"McCluggage, Hugh",24y 80d,116 (62-0-54 53.45%),71 (0.61),←,
46,"McInerney, Oscar",27y 316d,88 (55-0-33 62.50%),42 (0.48),←,
9,"Neale, Lachie",28y 363d,205 (112-0-93 54.63%),108 (0.53),70 (47-0-23 67.14%),41 (0.59)
40,"Payne, Jack",22y 219d,18 (9-0-9 50.00%),2 (0.11),←,
20,"Prior, Jaxon",20y 352d,24 (19-0-5 79.17%),10 (0.42),←,
16,"Rayner, Cam",22y 213d,73 (42-0-31 57.53%),68 (0.93),←,
10,"Rich, Daniel",31y 349d,256 (108-1-147 42.38%),114 (0.45),←,
5,"Robinson, Mitch",32y 349d,237 (111-1-125 47.05%),121 (0.51),137 (60-0-77 43.80%),63 (0.46)
37,"Starcevich, Brandon",22y 302d,57 (39-0-18 68.42%),3 (0.05),←,
15,"Zorko, Dayne",33y 102d,218 (93-0-125 42.66%),215 (0.99),←,
Totals,Totals,26y 30d,2495 (1317-3-1175 52.79%),1584 (0.63),,
C,"Fagan, Chris",60y 333d,121 (64-0-57 52.89%),,←,
