North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",23y 86d,21 (11-0-10 52.38%),7 (0.33),11 (4-0-7 36.36%),3 (0.27)
18,"Atley, Shaun",24y 228d,138 (74-0-64 53.62%),18 (0.13),←,
50,"Brown, Ben",24y 160d,61 (37-0-24 60.66%),108 (1.77),←,
10,"Cunnington, Ben",25y 303d,150 (81-0-69 54.00%),59 (0.39),←,
14,"Dumont, Trent",21y 303d,26 (7-0-19 26.92%),10 (0.38),←,
27,"Garner, Taylor",23y 111d,21 (13-0-8 61.90%),11 (0.52),←,
43,"Gibson, Sam",30y 337d,114 (64-0-50 56.14%),48 (0.42),←,
22,"Goldstein, Todd",28y 302d,176 (93-1-82 53.13%),96 (0.55),←,
6,"Hansen, Lachlan",28y 255d,144 (70-1-73 48.96%),77 (0.53),←,
4,"Higgins, Shaun",29y 56d,167 (81-1-85 48.80%),182 (1.09),38 (23-0-15 60.53%),54 (1.42)
8,"Hrovat, Nathan",22y 326d,36 (15-0-21 41.67%),18 (0.50),6 (1-0-5 16.67%),4 (0.67)
34,"Macmillan, Jamie",25y 218d,110 (58-0-52 52.73%),42 (0.38),←,
11,"McDonald, Luke",22y 79d,58 (34-0-24 58.62%),5 (0.09),←,
17,"Mullett, Aaron",25y 65d,72 (36-0-36 50.00%),26 (0.36),←,
21,"Simpkin, Jy",19y 55d,5 (1-0-4 20.00%),5 (1.00),←,
25,"Tarrant, Robbie",28y 4d,90 (45-0-45 50.00%),42 (0.47),←,
16,"Thompson, Scott",30y 355d,184 (91-2-91 50.00%),6 (0.03),←,
28,"Turner, Kayne",21y 119d,27 (15-0-12 55.56%),25 (0.93),←,
33,"Vickers-Willis, Ed",21y 32d,2 (1-0-1 50.00%),,←,
2,"Williams, Marley",23y 281d,74 (37-0-37 50.00%),8 (0.11),6 (1-0-5 16.67%),2 (0.33)
32,"Wood, Mason",23y 228d,18 (9-0-9 50.00%),17 (0.94),←,
7,"Ziebell, Jack",26y 60d,153 (76-0-77 49.67%),93 (0.61),←,
Totals,Totals,25y 14d,1847 (949-5-893 51.38%),903 (0.49),,
C,"Scott, Brad",40y 361d,163 (86-0-77 52.76%),,←,
