Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
7,"Adcock, Jed",9,2,5,14,,,,1.0,5.0,2.0,1.0,6.0,,3.0,,3.0,12.0,,,7.0,2.0,,93.0
46,"Begley, Colm",3,2,4,7,,,,,1.0,,,2.0,,,,2.0,6.0,,,,,,67.0
20,"Black, Simon",12,1,13,25,2,2.0,,4.0,1.0,3.0,2.0,2.0,1.0,,,9.0,16.0,,,3.0,,,87.0
17,"Brennan, Jared",11,4,4,15,,,,3.0,4.0,4.0,1.0,3.0,1.0,2.0,,8.0,7.0,,,8.0,1.0,1.0,94.0
16,"Brown, Jonathan",10,8,4,14,1,5.0,,,,2.0,2.0,,2.0,,,6.0,8.0,1.0,6.0,1.0,,1.0,97.0
19,"Charman, Jamie",6,5,7,13,,,28.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,6.0,6.0,1.0,1.0,3.0,,,63.0
30,"Copeland, Robert",9,3,11,20,,,,3.0,5.0,2.0,3.0,6.0,1.0,1.0,,7.0,13.0,,,7.0,,,90.0
4,"Fixter, Ben",3,1,6,9,,,,5.0,,3.0,1.0,1.0,,1.0,,4.0,5.0,,,1.0,,,63.0
14,"Hadley, Richard",10,2,9,19,,1.0,1.0,1.0,1.0,2.0,3.0,4.0,,2.0,,7.0,12.0,,,2.0,,,66.0
5,"Harding, Scott",6,3,5,11,1,,,,1.0,3.0,3.0,2.0,,1.0,,5.0,6.0,,,,,,83.0
2,"Johnson, Chris",13,9,3,16,1,,,4.0,,5.0,1.0,2.0,1.0,,,5.0,10.0,,1.0,3.0,,1.0,74.0
9,"McGrath, Ashley",6,3,3,9,2,,,1.0,,1.0,,,,,,2.0,7.0,,1.0,,,,95.0
21,"Merrett, Daniel",5,4,1,6,,,,3.0,3.0,,,,,,,,5.0,,,7.0,,,100.0
10,"Moody, Matthew",5,4,8,13,,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,8.0,7.0,,1.0,2.0,,,59.0
8,"Notting, Tim",19,5,10,29,1,,,5.0,1.0,6.0,2.0,2.0,2.0,,,9.0,20.0,,,2.0,,1.0,82.0
24,"Patfull, Joel",3,2,6,9,,,,5.0,,2.0,2.0,3.0,1.0,,,5.0,4.0,,,6.0,,1.0,93.0
6,"Power, Luke",15,1,8,23,,,,7.0,2.0,3.0,,3.0,,2.0,,4.0,17.0,,,3.0,,1.0,96.0
35,"Rischitelli, Michael",4,1,10,14,,,,10.0,1.0,1.0,4.0,2.0,2.0,2.0,,8.0,7.0,,1.0,3.0,,,87.0
29,"Roe, Jason",10,5,2,12,,,,1.0,4.0,2.0,,1.0,1.0,1.0,,3.0,10.0,,,10.0,1.0,,100.0
11,"Sherman, Justin",6,7,15,21,,,,3.0,3.0,1.0,,1.0,1.0,1.0,,9.0,12.0,1.0,,3.0,,,85.0
32,"Stiller, Cheynee",7,3,7,14,,,,4.0,,1.0,1.0,1.0,,1.0,,5.0,9.0,,,6.0,,,84.0
31,"Wood, Cameron",1,,2,3,,,13.0,,,1.0,2.0,1.0,,,,1.0,2.0,,,3.0,,,43.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,75,143,316,8,15.0,42.0,62.0,34.0,46.0,30.0,48.0,16.0,20.0,,116.0,201.0,3.0,11.0,80.0,4.0,6.0,
Opposition,Opposition,214,77,138,352,12,15.0,36.0,71.0,35.0,52.0,44.0,45.0,20.0,16.0,6.0,145.0,200.0,4.0,8.0,56.0,1.0,8.0,
