Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
6,"Anderson, Stuart",23y 359d,68 (45-0-23 66.18%),23 (0.34),7 (3-0-4 42.86%),3 (0.43)
44,"Bandy, Daniel",22y 215d,45 (20-0-25 44.44%),40 (0.89),←,
32,"Bond, Chris",29y 146d,135 (64-1-70 47.78%),44 (0.33),13 (6-0-7 46.15%),4 (0.31)
42,"Callaghan, Craig",22y 104d,61 (21-0-40 34.43%),42 (0.69),←,
31,"Clement, James",21y 290d,45 (18-0-27 40.00%),27 (0.60),←,
19,"Dhurrkay, Gary",24y 109d,48 (20-0-28 41.67%),46 (0.96),←,
12,"Dodd, Brad",21y 90d,13 (6-0-7 46.15%),8 (0.62),←,
37,"Gale, Mark",22y 45d,34 (14-0-20 41.18%),8 (0.24),←,
3,"Harding, Greg",21y 277d,45 (21-0-24 46.67%),1 (0.02),←,
17,"Holland, Brodie",18y 169d,5 (2-0-3 40.00%),4 (0.80),←,
14,"Hunter, Kingsley",23y 25d,36 (14-0-22 38.89%),77 (2.14),←,
38,"Jones, Anthony",23y 184d,45 (18-0-27 40.00%),2 (0.04),←,
11,"Kickett, Dale",30y 48d,120 (53-0-67 44.17%),53 (0.44),74 (30-0-44 40.54%),13 (0.18)
9,"Mann, Peter",27y 287d,104 (43-0-61 41.35%),98 (0.94),65 (25-0-40 38.46%),86 (1.32)
43,"McGovern, Andrew",30y 75d,74 (28-1-45 38.51%),9 (0.12),54 (24-0-30 44.44%),2 (0.04)
16,"Michael, Clem",21y 340d,3 (2-0-1 66.67%),,←,
25,"Norrish, Jason",26y 146d,75 (34-0-41 45.33%),9 (0.12),55 (22-0-33 40.00%),7 (0.13)
10,"OReilly, Stephen",25y 224d,108 (49-0-59 45.37%),10 (0.09),72 (28-0-44 38.89%),5 (0.07)
23,"Parker, Shane",25y 123d,58 (24-0-34 41.38%),3 (0.05),←,
15,"Sinclair, Jess",19y 299d,20 (8-0-12 40.00%),9 (0.45),←,
1,"Toia, Luke",20y 210d,39 (16-0-23 41.03%),25 (0.64),←,
26,"Waterhouse, Clive",23y 363d,37 (16-0-21 43.24%),53 (1.43),←,
Totals,Totals,23y 337d,1218 (536-2-680 44.01%),591 (0.49),,
C,"Neesham, Gerard",43y 192d,79 (31-0-48 39.24%),,←,
