Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",28y 158d,208 (120-0-88 57.69%),187 (0.90),85 (36-0-49 42.35%),67 (0.79)
36,"Browne, Andrew",20y 84d,15 (8-0-7 53.33%),6 (0.40),←,
10,"Cook, Troy",27y 360d,148 (67-0-81 45.27%),60 (0.41),105 (43-0-62 40.95%),49 (0.47)
33,"Farmer, Jeff",27y 43d,177 (83-0-94 46.89%),347 (1.96),59 (31-0-28 52.54%),88 (1.49)
14,"Grover, Antoni",24y 148d,73 (31-0-42 42.47%),11 (0.15),←,
42,"Haddrill, Robert",23y 191d,50 (27-0-23 54.00%),,←,
4,"Hasleby, Paul",23y 55d,105 (43-0-62 40.95%),70 (0.67),←,
11,"Headland, Des",23y 198d,91 (63-0-28 69.23%),85 (0.93),39 (23-0-16 58.97%),33 (0.85)
20,"Longmuir, Justin",23y 198d,97 (39-0-58 40.21%),130 (1.34),←,
8,"McManus, Shaun",28y 179d,163 (61-0-102 37.42%),75 (0.46),←,
34,"Medhurst, Paul",22y 239d,62 (33-0-29 53.23%),126 (2.03),←,
23,"Parker, Shane",31y 170d,181 (66-0-115 36.46%),9 (0.05),←,
29,"Pavlich, Matthew",22y 219d,103 (42-0-61 40.78%),107 (1.04),←,
12,"Polak, Graham",20y 51d,45 (27-0-18 60.00%),3 (0.07),←,
31,"Sandilands, Aaron",21y 244d,36 (23-0-13 63.89%),7 (0.19),←,
3,"Schammer, Byron",19y 46d,35 (22-0-13 62.86%),12 (0.34),←,
35,"Siegert, Andrew",22y 201d,29 (13-0-16 44.83%),2 (0.07),←,
2,"Simmonds, Troy",26y 24d,101 (52-0-49 51.49%),64 (0.63),61 (32-0-29 52.46%),57 (0.93)
13,"Smith, Dylan",22y 19d,13 (6-0-7 46.15%),3 (0.23),2 (1-0-1 50.00%),2 (1.00)
22,"Thornton, Scott",21y 330d,12 (8-0-4 66.67%),,←,
19,"Walker, James",25y 204d,117 (46-0-71 39.32%),13 (0.11),←,
6,"Woods, Dion",22y 194d,55 (27-0-28 49.09%),5 (0.09),←,
Totals,Totals,24y 12d,1916 (907-0-1009 47.34%),1322 (0.69),,
C,"Connolly, Chris",41y 134d,65 (35-0-30 53.85%),,64 (34-0-30 53.13%),
