Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",24,2,6,30,,,,3.0,,,,,1.0,,,,,,,,,,
35,"Baxter, Darren",28,5,7,35,,1.0,,,,,,,2.0,1.0,,,,,,,,,
3,"Campbell, Adrian",13,9,4,17,3,,,2.0,,,,,,,,,,,,,,,
6,"Campbell, Tony",6,4,2,8,,,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"Coleman, Glenn",18,15,9,27,1,1.0,6.0,1.0,,,,,1.0,1.0,,,,,,,,,
26,"Del-Re, Danny",11,10,4,15,7,2.0,,1.0,,,,,,1.0,,,,,,,,,
41,"Frost, Michael",5,4,2,7,,,,1.0,,,,,1.0,,,,,,,,,,
29,"Grant, Chris",15,7,8,23,3,1.0,,3.0,,,,,3.0,3.0,1.0,,,,,,,,
7,"Hawkins, Doug",8,7,8,16,1,,,2.0,,,,,,1.0,,,,,,,,,
10,"Hunter, Mark",8,2,2,10,,,,1.0,,,,,1.0,2.0,,,,,,,,,
4,"Kellett, Nigel",9,2,8,17,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
39,"Liberatore, Tony",12,1,10,22,,,,9.0,,,,,6.0,,,,,,,,,,
27,"Macpherson, Stephen",12,4,11,23,1,,,,,,,,1.0,1.0,,,,,,,,,
25,"Mansfield, Matthew",11,3,1,12,,1.0,,,,,,,2.0,,,,,,,,,,
2,"Reynolds, Keenan",13,2,3,16,,,,,,,,,,,,,,,,,,,
33,"Royal, Brian",14,6,4,18,6,3.0,,2.0,,,,,1.0,3.0,,,,,,,,,
31,"Smith, Rohan",4,1,6,10,1,,,1.0,,,,,1.0,,,,,,,,,,
17,"Standfield, Barry",11,4,9,20,,,,1.0,,,,,4.0,2.0,3.0,,,,,,,,
24,"Wallis, Stephen",15,5,11,26,1,,,,,,,,1.0,,2.0,,,,,,,,
15,"Wynd, Scott",8,3,11,19,,,14.0,1.0,,,,,5.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,96,126,371,25,11.0,20.0,30.0,,,,,32.0,17.0,6.0,,,,,,,,
Opposition,Opposition,189,62,140,329,8,6.0,25.0,22.0,,,,,17.0,32.0,,,,,,,,,
