Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",10,1,1,11,1,1.0,,1.0,,6.0,2.0,1.0,,1.0,,6.0,5.0,,,,,1.0,80.0
10,"Ashcroft, Marcus",5,2,3,8,,,,2.0,,3.0,,1.0,,,,3.0,5.0,,,2.0,,,74.0
20,"Black, Simon",17,5,6,23,,1.0,,6.0,1.0,7.0,6.0,1.0,1.0,1.0,1.0,12.0,12.0,,,1.0,1.0,,100.0
17,"Brennan, Jared",10,6,4,14,1,1.0,,3.0,1.0,2.0,,1.0,1.0,,,6.0,8.0,1.0,2.0,4.0,,,100.0
16,"Brown, Jonathan",11,10,7,18,1,1.0,1.0,2.0,,6.0,,4.0,2.0,1.0,3.0,8.0,10.0,4.0,1.0,1.0,,1.0,100.0
19,"Charman, Jamie",3,,3,6,,,11.0,1.0,,,3.0,2.0,1.0,1.0,,4.0,3.0,,,1.0,,,42.0
32,"Hart, Shaun",12,6,8,20,2,3.0,,2.0,3.0,1.0,2.0,2.0,2.0,,,10.0,10.0,2.0,2.0,3.0,1.0,,82.0
2,"Johnson, Chris",6,3,9,15,,,,4.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,7.0,8.0,1.0,,1.0,1.0,,100.0
44,"Lappin, Nigel",19,7,5,24,,,,5.0,5.0,3.0,3.0,4.0,1.0,,,10.0,14.0,,,1.0,,1.0,89.0
23,"Leppitsch, Justin",8,5,5,13,1,,3.0,2.0,4.0,2.0,2.0,3.0,1.0,,,8.0,6.0,2.0,,7.0,1.0,,100.0
11,"Lynch, Alastair",2,2,1,3,1,,,,,1.0,,3.0,,3.0,,,3.0,,1.0,,,,68.0
43,"McDonald, Beau",2,3,2,4,,,21.0,1.0,1.0,1.0,2.0,,,,,1.0,3.0,,,4.0,,,58.0
9,"McGrath, Ashley",4,1,1,5,,,,1.0,2.0,1.0,1.0,1.0,,,,2.0,3.0,,,2.0,1.0,,53.0
4,"McRae, Craig",5,2,1,6,2,,,4.0,,2.0,,2.0,2.0,1.0,,4.0,2.0,,,1.0,,,61.0
15,"Michael, Mal",4,3,2,6,,1.0,1.0,,2.0,2.0,,,,,,3.0,3.0,1.0,,9.0,,,100.0
8,"Notting, Tim",5,3,,5,3,1.0,,,,1.0,,2.0,,,,3.0,1.0,2.0,1.0,,,,64.0
13,"Pike, Martin",5,2,5,10,,,,1.0,,1.0,2.0,1.0,,1.0,,2.0,7.0,,,,1.0,,70.0
6,"Power, Luke",12,5,8,20,,,,2.0,4.0,2.0,2.0,1.0,,,,7.0,14.0,,,1.0,,1.0,89.0
5,"Scott, Brad",9,7,3,12,,,,4.0,1.0,2.0,1.0,1.0,,,,2.0,9.0,1.0,,3.0,4.0,,100.0
22,"Scott, Chris",12,8,3,15,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,5.0,10.0,1.0,,2.0,,,80.0
3,"Voss, Michael",11,2,13,24,2,1.0,2.0,6.0,2.0,3.0,4.0,1.0,,1.0,,11.0,11.0,,1.0,,1.0,1.0,100.0
33,"White, Darryl",11,7,7,18,,,2.0,,5.0,2.0,2.0,1.0,,,,6.0,11.0,1.0,,2.0,3.0,,90.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,90,97,280,14,11.0,41.0,48.0,35.0,50.0,35.0,35.0,14.0,12.0,6.0,120.0,158.0,16.0,8.0,45.0,14.0,5.0,
Opposition,Opposition,198,88,113,311,11,15.0,30.0,40.0,28.0,52.0,40.0,42.0,12.0,14.0,,122.0,185.0,9.0,15.0,42.0,8.0,8.0,
