Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Ah Chee, Callum",10,3,3,13,1,,,2.0,,1.0,1.0,1.0,1.0,,,4.0,10.0,,,1.0,,2.0,78.0
9,"Ainsworth, Ben",11,6,4,15,1,1.0,,5.0,1.0,2.0,3.0,5.0,,2.0,,4.0,11.0,,,,1.0,,81.0
31,"Ballard, Charlie",10,8,6,16,,,,1.0,2.0,1.0,,3.0,,1.0,,4.0,11.0,,,3.0,,,83.0
29,"Bowes, Jack",12,6,4,16,,1.0,,1.0,3.0,1.0,1.0,3.0,,,,6.0,11.0,1.0,1.0,1.0,,1.0,55.0
12,"Day, Sam",2,3,4,6,,,1.0,3.0,,1.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,,,82.0
5,"Harbrow, Jarrod",18,3,4,22,,,,1.0,7.0,1.0,,4.0,1.0,1.0,,5.0,14.0,1.0,,5.0,1.0,,91.0
39,"Holman, Nick",7,2,7,14,2,,,5.0,,3.0,2.0,3.0,1.0,2.0,,9.0,6.0,,,1.0,,,85.0
38,"Joyce, Jesse",9,2,4,13,,,,1.0,4.0,1.0,,1.0,2.0,1.0,,4.0,8.0,,,2.0,,,74.0
23,"Lemmens, Sean",10,5,2,12,1,,,5.0,,3.0,1.0,4.0,2.0,3.0,,5.0,7.0,,,1.0,,1.0,71.0
21,"Leslie, Jack",10,8,2,12,,,,1.0,5.0,2.0,,4.0,1.0,3.0,,8.0,7.0,1.0,,9.0,,,97.0
19,"Lynch, Tom",8,6,8,16,3,1.0,,4.0,1.0,2.0,,4.0,2.0,3.0,2.0,7.0,10.0,1.0,4.0,2.0,,,94.0
25,"Lyons, Jarryd",12,2,11,23,,1.0,,8.0,3.0,1.0,6.0,3.0,2.0,,,14.0,8.0,,,2.0,,,70.0
4,"Martin, Jack",10,5,6,16,,1.0,,9.0,3.0,1.0,1.0,3.0,1.0,2.0,,9.0,7.0,1.0,,4.0,,,92.0
11,"Miller, Touk",3,4,9,12,,,,4.0,1.0,1.0,,2.0,,2.0,,6.0,7.0,,,3.0,,,80.0
35,"Rischitelli, Michael",3,1,3,6,,,,1.0,2.0,,,1.0,,1.0,,2.0,3.0,,,4.0,,,77.0
36,"Schoenfeld, Josh",7,4,4,11,,1.0,,5.0,2.0,1.0,1.0,,2.0,,,7.0,5.0,,,1.0,,1.0,87.0
6,"Sexton, Alex",7,2,2,9,3,,,2.0,,5.0,,,,,,3.0,7.0,,1.0,,2.0,,85.0
24,"Swallow, David",11,5,10,21,,,,9.0,3.0,1.0,1.0,1.0,1.0,1.0,,10.0,12.0,,,,,,81.0
16,"Thompson, Rory",1,1,2,3,,,,,1.0,,,2.0,,,,1.0,2.0,,,5.0,,,96.0
14,"Weller, Lachie",15,5,4,19,,1.0,,1.0,6.0,5.0,1.0,4.0,1.0,2.0,,5.0,15.0,,1.0,2.0,1.0,1.0,79.0
28,"Witts, Jarrod",6,2,3,9,,,40.0,3.0,,5.0,3.0,2.0,2.0,1.0,,4.0,5.0,1.0,,2.0,,,83.0
15,"Young, Aaron",9,3,2,11,,1.0,,2.0,,3.0,,3.0,1.0,3.0,,3.0,8.0,,1.0,3.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,191,86,104,295,11,12.0,41.0,73.0,44.0,41.0,21.0,54.0,21.0,28.0,2.0,125.0,175.0,8.0,9.0,53.0,5.0,6.0,
Opposition,Opposition,218,105,143,361,11,14.0,33.0,75.0,22.0,58.0,54.0,44.0,28.0,21.0,4.0,151.0,221.0,14.0,9.0,44.0,6.0,8.0,
