Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
50,"Brogan, Dean",34y 246d,192 (101-1-90 52.86%),53 (0.28),18 (2-0-16 11.11%),3 (0.17)
14,"Bugg, Tomas",20y 134d,31 (3-0-28 9.68%),9 (0.29),←,
18,"Cameron, Jeremy",20y 138d,35 (3-0-32 8.57%),89 (2.54),←,
3,"Coniglio, Stephen",19y 245d,28 (3-0-25 10.71%),7 (0.25),←,
1,"Davis, Phil",22y 352d,51 (14-0-37 27.45%),6 (0.12),33 (3-0-30 9.09%),5 (0.15)
26,"Giles, Jonathan",25y 221d,40 (3-0-37 7.50%),31 (0.77),←,
38,"Gilham, Stephen",28y 349d,112 (63-1-48 56.70%),4 (0.04),13 (0-0-13 0.00%),
4,"Greene, Toby",19y 326d,36 (3-0-33 8.33%),11 (0.31),←,
2,"Hampton, Curtly",20y 160d,33 (2-0-31 6.06%),8 (0.24),←,
19,"Haynes, Nick",21y 91d,17 (1-0-16 5.88%),1 (0.06),←,
40,"Kennedy, Adam",21y 36d,32 (3-0-29 9.38%),,←,
39,"Mohr, Tim",24y 302d,33 (2-0-31 6.06%),1 (0.03),←,
9,"Scully, Tom",22y 94d,69 (16-1-52 23.91%),20 (0.29),38 (3-0-35 7.89%),14 (0.37)
5,"Shiel, Dylan",20y 161d,31 (2-0-29 6.45%),15 (0.48),←,
28,"Sumner, Liam",20y 1d,8 (1-0-7 12.50%),6 (0.75),←,
20,"Tomlinson, Adam",20y 7d,24 (1-0-23 4.17%),6 (0.25),←,
17,"Treloar, Adam",20y 161d,37 (3-0-34 8.11%),21 (0.57),←,
8,"Ward, Callan",23y 129d,100 (35-0-65 35.00%),52 (0.52),40 (3-0-37 7.50%),19 (0.47)
42,"Whiley, Mark",20y 259d,9 (1-0-8 11.11%),1 (0.11),←,
6,"Whitfield, Lachie",19y 30d,18 (1-0-17 5.56%),8 (0.44),←,
51,"Williams, Zac",18y 331d,10 (1-0-9 10.00%),2 (0.20),←,
16,"Wilson, Nathan",20y 222d,12 (0-0-12 0.00%),6 (0.50),←,
Totals,Totals,22y 32d,958 (262-3-693 27.35%),357 (0.37),,
C,"Sheedy, Kevin",65y 236d,676 (389-6-281 57.99%),,42 (3-0-39 7.14%),
