Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",14,3,4,18,,,,1.0,,,,,1.0,,,,,,,,,,
17,"Arceri, Mark",14,3,7,21,2,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
37,"Bassett, Adrian",6,4,8,14,,,1.0,5.0,,,,,1.0,2.0,,,,,,,,,
21,"Bradley, Craig",13,2,5,18,,,1.0,1.0,,,,,,,,,,,,,,,
5,"Da Rui, Steven",8,,4,12,,,,3.0,,,,,2.0,2.0,,,,,,,,,
35,"Dean, Peter",5,3,7,12,,,,1.0,,,,,,1.0,,,,,,,,,
6,"Dorotich, Jon",8,6,9,17,,,4.0,1.0,,,,,1.0,2.0,,,,,,,,,
12,"Gleeson, Adrian",10,1,10,20,,,,1.0,,,,,1.0,1.0,,,,,,,,,
13,"Hanna, Mil",10,8,11,21,,,,1.0,,,,,1.0,,,,,,,,,,
10,"James, Michael",6,5,9,15,,,,3.0,,,,,1.0,1.0,,,,,,,,,
28,"Kernahan, David",10,,1,11,,,,2.0,,,,,1.0,3.0,,,,,,,,,
4,"Kernahan, Stephen",7,6,,7,3,1.0,2.0,,,,,,,3.0,,,,,,,,,
44,"Madden, Justin",3,,3,6,,,16.0,1.0,,,,,1.0,3.0,,,,,,,,,
23,"Meldrum, Paul",15,4,6,21,,2.0,,,,,,,,,,,,,,,,,
29,"Minton-Connell, Simon",,,2,2,,,,,,,,,,,,,,,,,,,
27,"OSullivan, Luke",8,,6,14,2,1.0,,2.0,,,,,,2.0,,,,,,,,,
19,"Phillips, Andrew",19,4,5,24,,1.0,,3.0,,,,,2.0,,,,,,,,,,
7,"Ratten, Brett",18,5,10,28,,,,1.0,,,,,,,,,,,,,,,
18,"Sartori, Peter",4,4,1,5,3,,2.0,1.0,,,,,,3.0,,,,,,,,,
14,"Sexton, Michael",14,6,6,20,,,,1.0,,,,,3.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,64,114,306,10,8.0,26.0,30.0,,,,,16.0,25.0,,,,,,,,,
Opposition,Opposition,222,73,108,330,11,14.0,12.0,20.0,,,,,25.0,16.0,6.0,,,,,,,,
