Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",16,1,15,31,,,,,,,,,,1.0,,,,,,,,,
50,"Ballantyne, Jon",4,2,,4,,1.0,,,,,,,1.0,1.0,,,,,,,,,
18,"Cameron, Leon",23,1,11,34,1,,,3.0,,,,,1.0,4.0,1.0,,,,,,,,
20,"Coleman, Glenn",10,6,7,17,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
16,"Croft, Matthew",13,4,6,19,2,1.0,,7.0,,,,,2.0,2.0,,,,,,,,,
26,"Del-Re, Danny",11,4,2,13,4,3.0,,2.0,,,,,3.0,4.0,,,,,,,,,
32,"Foster, Peter",5,2,2,7,,,2.0,2.0,,,,,1.0,6.0,,,,,,,,,
7,"Hawkins, Doug",5,1,4,9,,1.0,,1.0,,,,,1.0,3.0,,,,,,,,,
10,"Hunter, Mark",16,,3,19,,,,3.0,,,,,4.0,1.0,,,,,,,,,
4,"Kellett, Nigel",9,1,10,19,1,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",19,4,4,23,,2.0,,2.0,,,,,2.0,,,,,,,,,,
39,"Liberatore, Tony",5,,12,17,,1.0,,4.0,,,,,3.0,,,,,,,,,,
27,"Macpherson, Stephen",15,4,6,21,1,,,4.0,,,,,5.0,3.0,,,,,,,,,
25,"Mansfield, Matthew",13,3,,13,1,,,2.0,,,,,,1.0,,,,,,,,,
2,"Reynolds, Keenan",8,3,1,9,1,,,3.0,,,,,2.0,3.0,,,,,,,,,
5,"Smith, Rohan",10,3,6,16,2,1.0,,1.0,,,,,2.0,1.0,,,,,,,,,
17,"Standfield, Barry",7,3,1,8,,,,,,,,,,3.0,,,,,,,,,
24,"Wallis, Stephen",22,11,9,31,,,,4.0,,,,,1.0,1.0,,,,,,,,,
14,"West, Scott",4,,3,7,,,,1.0,,,,,1.0,1.0,,,,,,,,,
15,"Wynd, Scott",3,3,9,12,,,13.0,,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,56,111,329,13,17.0,16.0,41.0,,,,,34.0,39.0,1.0,,,,,,,,
Opposition,Opposition,211,71,126,337,17,13.0,16.0,25.0,,,,,39.0,34.0,5.0,,,,,,,,
