North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"Curtis, Paul",8,3,3,11,1,,,3.0,,4.0,,5.0,2.0,3.0,,5.0,5.0,,1.0,3.0,,1.0,82.0
5,"Daniel, Caleb",18,3,8,26,,,,,9.0,,1.0,3.0,,,,5.0,12.0,,,,3.0,,89.0
28,"Darling, Jack",2,1,5,7,,,4.0,2.0,,2.0,1.0,2.0,,2.0,,3.0,5.0,1.0,,,,1.0,85.0
9,"Davies-Uniacke, Luke",17,5,11,28,,1.0,,1.0,3.0,5.0,10.0,7.0,,4.0,1.0,12.0,13.0,,,,2.0,1.0,88.0
18,"Dawson, Wil",6,5,3,9,,,,2.0,1.0,1.0,,3.0,,,,3.0,6.0,1.0,,4.0,,,85.0
16,"Fisher, Zac",5,2,4,9,1,,,,,3.0,,3.0,1.0,1.0,,2.0,9.0,,,,,,77.0
46 ↑,"Hansen, Robert",6,1,4,10,1,,,2.0,1.0,1.0,1.0,3.0,2.0,,,5.0,6.0,,,1.0,1.0,,49.0
17,"Hardeman, Riley",4,1,1,5,,,,1.0,2.0,,,1.0,1.0,1.0,,3.0,2.0,,,4.0,,,75.0
41,"Konstanty, Jacob",9,2,2,11,1,2.0,,3.0,,2.0,,2.0,2.0,1.0,,4.0,3.0,,2.0,1.0,,,71.0
20,"Larkey, Nick",10,7,4,14,5,3.0,,1.0,,2.0,,,3.0,,,8.0,6.0,1.0,4.0,2.0,,1.0,91.0
19,"Logue, Griffin",2,2,8,10,,,,2.0,1.0,,,,,,,4.0,6.0,1.0,,6.0,,,84.0
11,"McDonald, Luke",5,6,4,9,,,,2.0,6.0,,,3.0,,2.0,,2.0,8.0,,,7.0,,,71.0
10,"McKercher, Colby",19,4,15,34,,,,1.0,5.0,1.0,,4.0,,,,4.0,27.0,,,1.0,3.0,,85.0
2,"OSullivan, Finn",6,3,4,10,,1.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,3.0,8.0,,,2.0,,,81.0
26,"Parker, Luke",17,4,12,29,,,,1.0,1.0,7.0,6.0,2.0,3.0,,,14.0,16.0,,,,,2.0,87.0
32,"Pink, Toby",4,4,3,7,,,,1.0,2.0,,,2.0,,1.0,,1.0,7.0,,,6.0,,,93.0
24,"Powell, Tom",5,1,9,14,,,,5.0,,1.0,,2.0,,2.0,,2.0,11.0,,,2.0,,,67.0
3,"Sheezel, Harry",8,3,12,20,,1.0,,2.0,5.0,2.0,2.0,4.0,2.0,1.0,,6.0,14.0,,,,,,88.0
12,"Simpkin, Jy",8,2,8,16,,1.0,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,7.0,9.0,1.0,,1.0,,,77.0
15,"Stephens, Dylan",2,1,9,11,,,,,,,2.0,1.0,,,,4.0,8.0,,,1.0,,,86.0
6 ↓,"Wardlaw, George",2,,,2,,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,24.0
38,"Xerri, Tristan",6,5,12,18,,,31.0,3.0,1.0,1.0,5.0,3.0,2.0,3.0,,12.0,6.0,1.0,1.0,3.0,,,85.0
44,"Zurhaar, Cameron",4,2,4,8,,1.0,,3.0,,3.0,,1.0,,,,1.0,7.0,,1.0,1.0,,1.0,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,173,67,145,318,9,11.0,35.0,40.0,40.0,40.0,30.0,55.0,20.0,24.0,1.0,110.0,195.0,6.0,9.0,45.0,9.0,7.0,
Opposition,Opposition,209,84,151,360,23,12.0,45.0,56.0,31.0,63.0,44.0,50.0,24.0,20.0,5.0,135.0,216.0,13.0,18.0,31.0,8.0,17.0,
