Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
14,"Bugg, Tomas",19y 3d,2 (0-0-2 0.00%),,←,
18,"Cameron, Jeremy",19y 7d,2 (0-0-2 0.00%),4 (2.00),←,
3,"Coniglio, Stephen",18y 115d,2 (0-0-2 0.00%),,←,
11,"Cornes, Chad",32y 148d,241 (133-1-107 55.39%),175 (0.73),2 (0-0-2 0.00%),
1,"Davis, Phil",21y 222d,20 (11-0-9 55.00%),2 (0.10),2 (0-0-2 0.00%),1 (0.50)
4,"Folau, Israel",23y 5d,2 (0-0-2 0.00%),,←,
26,"Giles, Jonathan",24y 91d,2 (0-0-2 0.00%),2 (1.00),←,
35,"Greene, Toby",18y 196d,2 (0-0-2 0.00%),,←,
2,"Hampton, Curtly",19y 29d,2 (0-0-2 0.00%),,←,
36,"Hombsch, Jack",19y 32d,2 (0-0-2 0.00%),,←,
33,"Hoskin-Elliott, Will",18y 219d,2 (0-0-2 0.00%),1 (0.50),←,
40,"Kennedy, Adam",19y 271d,2 (0-0-2 0.00%),,←,
39,"Mohr, Tim",23y 172d,2 (0-0-2 0.00%),,←,
7,"Palmer, Rhys",23y 55d,55 (21-0-34 38.18%),23 (0.42),2 (0-0-2 0.00%),
6,"Power, Luke",32y 91d,283 (152-3-128 54.24%),226 (0.80),1 (0-0-1 0.00%),
9,"Scully, Tom",20y 329d,32 (13-1-18 42.19%),6 (0.19),1 (0-0-1 0.00%),
5,"Shiel, Dylan",19y 30d,2 (0-0-2 0.00%),,←,
34,"Smith, Devon",18y 324d,2 (0-0-2 0.00%),1 (0.50),←,
31,"Townsend, Jacob",18y 293d,2 (0-0-2 0.00%),,←,
29,"Tyson, Dom",18y 305d,2 (0-0-2 0.00%),,←,
8,"Ward, Callan",21y 364d,62 (32-0-30 51.61%),35 (0.56),2 (0-0-2 0.00%),2 (1.00)
16,"Wilson, Nathan",19y 92d,2 (0-0-2 0.00%),1 (0.50),←,
Totals,Totals,21y 121d,725 (362-5-358 49.93%),476 (0.66),,
C,"Sheedy, Kevin",64y 106d,636 (386-6-244 61.16%),,2 (0-0-2 0.00%),
