Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",22y 188d,60 (25-2-33 43.33%),32 (0.53),←,
35,"Baxter, Darren",26y 102d,96 (43-3-50 46.35%),16 (0.17),←,
18,"Cameron, Leon",18y 300d,33 (17-1-15 53.03%),17 (0.52),←,
20,"Coleman, Glenn",30y 146d,158 (85-2-71 54.43%),88 (0.56),33 (17-1-15 53.03%),24 (0.73)
11,"Corcoran, Shannon",20y 127d,4 (2-0-2 50.00%),,←,
2,"Cousins, Richard",28y 351d,59 (27-1-31 46.61%),21 (0.36),←,
12,"Eppelstun, Greg",24y 225d,93 (46-2-45 50.54%),1 (0.01),←,
45,"Ford, Michael",28y 261d,93 (45-2-46 49.46%),18 (0.19),←,
32,"Foster, Peter",31y 27d,142 (74-3-65 53.17%),53 (0.37),135 (71-3-61 53.70%),51 (0.38)
29,"Grant, Chris",18y 198d,28 (14-1-13 51.79%),59 (2.11),←,
7,"Hawkins, Doug",31y 55d,257 (103-4-150 40.86%),153 (0.60),←,
43,"Hogg, Matthew",22y 190d,57 (24-2-31 43.86%),4 (0.07),←,
10,"Hunter, Mark",25y 299d,53 (22-2-29 43.40%),2 (0.04),←,
4,"Kellett, Nigel",21y 193d,12 (5-0-7 41.67%),2 (0.17),←,
8,"Kennedy, Rick",30y 200d,150 (64-2-84 43.33%),34 (0.23),←,
39,"Liberatore, Tony",25y 138d,51 (28-1-22 55.88%),32 (0.63),←,
27,"Macpherson, Stephen",26y 209d,132 (61-3-68 47.35%),134 (1.02),←,
14,"Reynolds, Keenan",22y 173d,22 (12-0-10 54.55%),1 (0.05),←,
33,"Royal, Brian",29y 199d,167 (87-2-78 52.69%),223 (1.34),←,
15,"Wynd, Scott",21y 155d,49 (21-1-27 43.88%),8 (0.16),←,
Totals,Totals,25y 132d,1716 (805-34-877 46.91%),898 (0.52),,
C,"Wheeler, Terry",36y 108d,36 (18-1-17 51.39%),,←,
