Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",28y 169d,170 (69-2-99 41.18%),39 (0.23),←,
4,"Aish, James",18y 176d,7 (1-0-6 14.29%),2 (0.29),←,
8,"Bewick, Rohan",24y 205d,51 (21-0-30 41.18%),42 (0.82),←,
42,"Clarke, Justin",20y 166d,21 (8-0-13 38.10%),1 (0.05),←,
26,"Cutler, Tom",19y 72d,4 (1-0-3 25.00%),2 (0.50),←,
27,"Gardiner, Darcy",18y 223d,3 (1-0-2 33.33%),,←,
41,"Golby, Mitch",22y 212d,45 (17-0-28 37.78%),6 (0.13),←,
6,"Green, Josh",21y 252d,39 (18-0-21 46.15%),43 (1.10),←,
35,"Lester, Ryan",21y 250d,44 (18-0-26 40.91%),11 (0.25),←,
32,"Mayes, Sam",19y 348d,25 (11-0-14 44.00%),20 (0.80),←,
1,"McGuane, Luke",27y 80d,108 (37-4-67 36.11%),39 (0.36),3 (1-0-2 33.33%),
21,"Merrett, Daniel",29y 142d,157 (68-3-86 44.27%),58 (0.37),←,
22,"Paparone, Marco",19y 242d,12 (3-0-9 25.00%),9 (0.75),←,
24,"Patfull, Joel",29y 147d,168 (67-3-98 40.77%),22 (0.13),←,
31,"Polkinghorne, James",25y 102d,94 (36-1-57 38.83%),53 (0.56),←,
29,"Raines, Andrew",28y 56d,121 (43-1-77 35.95%),15 (0.12),65 (25-0-40 38.46%),14 (0.22)
30,"Redden, Jack",23y 145d,105 (38-1-66 36.67%),47 (0.45),←,
18,"Robertson, Nick",18y 334d,4 (1-0-3 25.00%),,←,
38,"Rockliff, Tom",24y 70d,89 (29-0-60 32.58%),48 (0.54),←,
28,"Taylor, Lewis",19y 75d,7 (1-0-6 14.29%),4 (0.57),←,
13,"West, Trent",26y 198d,61 (43-0-18 70.49%),27 (0.44),7 (1-0-6 14.29%),4 (0.57)
15,"Zorko, Dayne",25y 83d,45 (19-0-26 42.22%),45 (1.00),←,
Totals,Totals,23y 104d,1380 (550-15-815 39.86%),533 (0.39),,
C,"Leppitsch, Justin",38y 214d,7 (1-0-6 14.29%),,←,
