Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",20y 320d,43 (21-1-21 50.00%),2 (0.05),←,
17,"Callaghan, Finn",19y 11d,4 (1-0-3 25.00%),1 (0.25),←,
3,"Coniglio, Stephen",28y 143d,164 (74-1-89 45.43%),91 (0.55),←,
13,"Cumming, Isaac",23y 269d,41 (19-1-21 47.56%),1 (0.02),←,
24,"de Boer, Matt",32y 58d,219 (123-5-91 57.31%),80 (0.37),81 (45-4-32 58.02%),32 (0.40)
30,"Flynn, Matt",24y 236d,18 (4-1-13 25.00%),8 (0.44),←,
4,"Greene, Toby",28y 224d,179 (82-2-95 46.37%),235 (1.31),←,
12,"Green, Tom",21y 104d,32 (14-1-17 45.31%),14 (0.44),←,
43,"Hamilton, Cooper",18y 225d,2 (1-0-1 50.00%),,←,
19,"Haynes, Nick",29y 354d,172 (83-4-85 49.42%),10 (0.06),←,
37,"Hill, Bobby",22y 87d,38 (16-1-21 43.42%),32 (0.84),←,
27,"Himmelberg, Harry",25y 364d,113 (64-2-47 57.52%),142 (1.26),←,
23,"Hogan, Jesse",27y 84d,105 (48-0-57 45.71%),199 (1.90),15 (7-0-8 46.67%),29 (1.93)
39,"Idun, Connor",21y 282d,34 (15-1-18 45.59%),,←,
25,"Keeffe, Lachlan",32y 23d,86 (46-0-40 53.49%),16 (0.19),46 (21-0-25 45.65%),9 (0.20)
22,"Kelly, Josh",27y 84d,163 (87-3-73 54.29%),101 (0.62),←,
40,"Kennedy, Adam",29y 299d,136 (55-1-80 40.81%),13 (0.10),←,
36,"Perryman, Harry",23y 139d,78 (38-1-39 49.36%),19 (0.24),←,
11,"Preuss, Braydon",26y 325d,23 (6-0-17 26.09%),10 (0.43),5 (2-0-3 40.00%),1 (0.20)
14,"Taranto, Tim",24y 99d,106 (58-2-46 55.66%),46 (0.43),←,
15,"Taylor, Sam",23y 2d,61 (35-0-26 57.38%),1 (0.02),←,
8,"Ward, Callan",32y 27d,256 (114-4-138 45.31%),128 (0.50),196 (82-4-110 42.86%),95 (0.48)
6,"Whitfield, Lachie",27y 293d,175 (85-4-86 49.71%),67 (0.38),←,
Totals,Totals,25y 256d,2248 (1089-35-1124 48.44%),1216 (0.54),,
C,"Cameron, Leon",49y 247d,192 (101-4-87 53.65%),,←,
