Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,2,12,27,,,,2.0,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",14,2,9,23,1,2.0,,,,,,,2.0,1.0,,,,,,,,,
5,"Barker, John",6,2,5,11,3,1.0,,1.0,,,,,,,,,,,,,,,
1,"Boyd, Brad",18,5,14,32,,1.0,,3.0,,,,,2.0,1.0,,,,,,,,,
27,"Chandler, Brett",2,1,1,3,,,,,,,,,,2.0,,,,,,,,,
35,"Cook, Brett",2,1,2,4,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
24,"Cummings, Trent",5,4,11,16,,1.0,,2.0,,,,,,1.0,,,,,,,,,
31,"Dent, Matthew",10,4,12,22,,,,2.0,,,,,1.0,1.0,,,,,,,,,
10,"Hogg, Jeff",15,2,3,18,,2.0,5.0,2.0,,,,,5.0,2.0,,,,,,,,,
19,"Holmes, Darren",6,6,3,9,,,,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Johnson, Chris",10,4,9,19,,1.0,,6.0,,,,,2.0,1.0,,,,,,,,,
25,"McCarthy, John",5,1,6,11,,,,1.0,,,,,,1.0,,,,,,,,,
11,"McGregor, Anthony",8,4,7,15,1,,,2.0,,,,,,2.0,,,,,,,,,
3,"Mellington, Anthony",1,1,,1,,1.0,,1.0,,,,,,,,,,,,,,,
7,"Molloy, Jarrod",3,1,2,5,1,,,2.0,,,,,,,,,,,,,,,
34,"Morton, Danny",3,1,6,9,,,,3.0,,,,,,2.0,,,,,,,,,
4,"Paxman, Stephen",9,3,4,13,,1.0,,,,,,,,,,,,,,,,,
8,"Pike, Martin",19,4,5,24,,,,,,,,,,1.0,,,,,,,,,
12,"Primus, Matthew",6,5,7,13,,,12.0,2.0,,,,,3.0,2.0,,,,,,,,,
37,"Rombotis, John",13,2,10,23,,1.0,,4.0,,,,,3.0,1.0,,,,,,,,,
33,"Warfe, Rowan",5,,8,13,,,,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,175,55,136,311,6,13.0,18.0,37.0,,,,,23.0,20.0,,,,,,,,,
Opposition,Opposition,204,59,120,324,24,14.0,22.0,30.0,,,,,20.0,23.0,6.0,,,,,,,,
