Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",15,,18.0,33,1.0,,,4.0,,,,,2.0,,,,,,,,,,
50,"Ballantyne, Jon",4,2.0,1.0,5,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,
19,"Beveridge, Luke",13,3.0,8.0,21,2.0,3.0,,2.0,,,,,,2.0,,,,,,,,,
18,"Cameron, Leon",14,4.0,9.0,23,1.0,,,1.0,,,,,1.0,,,,,,,,,,
31,"Darcy, Anthony",8,3.0,5.0,13,,,,2.0,,,,,,,,,,,,,,,
26,"Del-Re, Danny",9,8.0,4.0,13,2.0,2.0,,,,,,,,1.0,,,,,,,,,
41,"Frost, Michael",2,,,2,,,,,,,,,,2.0,,,,,,,,,
29,"Grant, Chris",15,6.0,5.0,20,1.0,2.0,,,,,,,2.0,,,,,,,,,,
28,"Grgic, Ilija",14,10.0,9.0,23,2.0,2.0,15.0,2.0,,,,,2.0,3.0,1.0,,,,,,,,
7,"Hawkins, Doug",12,6.0,13.0,25,,,,1.0,,,,,,1.0,,,,,,,,,
4,"Kellett, Nigel",11,3.0,2.0,13,,,,,,,,,2.0,1.0,,,,,,,,,
21,"Kolyniuk, Steven",2,1.0,1.0,3,,,,,,,,,,1.0,,,,,,,,,
39,"Liberatore, Tony",13,1.0,22.0,35,,1.0,,8.0,,,,,2.0,1.0,,,,,,,,,
43,"Nicholson, Brad",7,4.0,3.0,10,,,,1.0,,,,,2.0,,,,,,,,,,
22,"Quill, Peter",18,7.0,13.0,31,1.0,1.0,,1.0,,,,,,,,,,,,,,,
34,"Sexton, Ben",7,2.0,10.0,17,,,1.0,1.0,,,,,1.0,3.0,,,,,,,,,
17,"Standfield, Barry",3,1.0,4.0,7,,,,3.0,,,,,,2.0,,,,,,,,,
8,"Toohey, Bernard",10,4.0,4.0,14,,,,,,,,,1.0,,,,,,,,,,
14,"West, Scott",7,,8.0,15,2.0,1.0,,6.0,,,,,2.0,2.0,,,,,,,,,
15,"Wynd, Scott",9,8.0,10.0,19,,,12.0,4.0,,,,,3.0,1.0,,,,,,,,,
Totals,Totals,193,73.0,149.0,342,14.0,13.0,28.0,36.0,,,,,21.0,21.0,1.0,,,,,,,,
Opposition,Opposition,195,64.0,146.0,341,16.0,14.0,16.0,21.0,,,,,21.0,21.0,5.0,,,,,,,,
