Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details,Brisbane Bears Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Bears Games (W-D-L W%),Brisbane Bears Goals (Ave.)
10,"Ashcroft, Marcus",20y 283d,56 (11-1-44 20.54%),34 (0.61),←,
1,"Champion, Richard",24y 81d,32 (4-1-27 14.06%),12 (0.38),←,
12,"Clarke, Troy",23y 26d,25 (3-1-21 14.00%),12 (0.48),←,
4,"Gastev, John",27y 328d,104 (33-1-70 32.21%),66 (0.63),74 (16-1-57 22.30%),35 (0.47)
34,"Green, Ashley",19y 89d,13 (2-1-10 19.23%),1 (0.08),←,
14,"Hamilton, Shane",21y 321d,51 (14-0-37 27.45%),60 (1.18),24 (2-0-22 8.33%),20 (0.83)
32,"Hart, Shaun",21y 48d,29 (6-1-22 22.41%),4 (0.14),←,
11,"Hutton, John",26y 39d,13 (2-1-10 19.23%),32 (2.46),←,
41,"Kennedy, Matthew",22y 151d,31 (4-0-27 12.90%),8 (0.26),←,
17,"Leslie, Martin",29y 230d,66 (13-1-52 20.45%),6 (0.09),←,
19,"McLean, Michael",27y 123d,121 (51-2-68 42.98%),36 (0.30),26 (4-0-22 15.38%),13 (0.50)
40,"McLuckie, Steven",19y 143d,11 (2-1-8 22.73%),8 (0.73),←,
24,"Merrett, Roger",32y 76d,236 (117-3-116 50.21%),256 (1.08),87 (20-1-66 23.56%),108 (1.24)
26,"Noonan, Danny",23y 218d,32 (4-1-27 14.06%),15 (0.47),←,
13,"Potter, Craig",26y 167d,48 (23-0-25 47.92%),18 (0.38),6 (1-0-5 16.67%),2 (0.33)
27,"Rendell, Matthew",33y 77d,170 (88-1-81 52.06%),103 (0.61),6 (1-0-5 16.67%),2 (0.33)
6,"Retzlaff, Brendon",23y 73d,10 (2-1-7 25.00%),1 (0.10),←,
23,"Schache, Laurence",24y 261d,26 (3-1-22 13.46%),61 (2.35),←,
33,"White, Darryl",19y 22d,14 (2-1-11 17.86%),12 (0.86),←,
21,"Zanotti, Mark",27y 239d,94 (27-0-67 28.72%),9 (0.10),58 (10-0-48 17.24%),3 (0.05)
Totals,Totals,24y 241d,1182 (411-19-752 34.77%),754 (0.64),,
C,"Walls, Robert",41y 349d,236 (120-2-114 51.27%),,37 (5-1-31 14.86%),
