Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30 ↓,"Caddy, Nate",5,2,6,11,2,1.0,,,,1.0,,2.0,,,,4.0,7.0,1.0,1.0,,,,66.0
6,"Caldwell, Jye",20,6,7,27,1,1.0,,11.0,2.0,3.0,6.0,9.0,1.0,5.0,2.0,9.0,20.0,,,1.0,,,86.0
13 ↓,"Cox, Nik",7,4,2,9,,,,6.0,1.0,2.0,1.0,1.0,1.0,,,5.0,4.0,2.0,,1.0,1.0,,59.0
2,"Draper, Sam",9,4,8,17,,,32.0,3.0,1.0,7.0,6.0,4.0,1.0,2.0,,8.0,9.0,1.0,,1.0,,,81.0
22,"Durham, Sam",13,3,16,29,1,,,2.0,,10.0,5.0,3.0,2.0,,3.0,13.0,17.0,1.0,,3.0,1.0,1.0,74.0
28,"Duursma, Xavier",10,9,10,20,1,,,1.0,3.0,1.0,1.0,2.0,,,,5.0,16.0,1.0,1.0,,,,80.0
35,"Guelfi, Matt",6,3,9,15,2,1.0,,5.0,,3.0,1.0,,,,,10.0,6.0,,,3.0,,3.0,80.0
21,"Heppell, Dyson",10,5,10,20,1,,,1.0,2.0,1.0,,3.0,1.0,1.0,,6.0,14.0,,,4.0,1.0,,81.0
19,"Hind, Nick",7,1,3,10,1,,,,,1.0,,2.0,,,,3.0,6.0,,,,4.0,1.0,77.0
23,"Jones, Harry",8,6,6,14,,,,,2.0,2.0,1.0,2.0,,,,3.0,11.0,1.0,,,,1.0,70.0
29,"Kelly, Jake",13,11,2,15,,,,,7.0,1.0,,1.0,,,,1.0,14.0,,,2.0,,,85.0
4,"Langford, Kyle",5,3,2,7,2,,1.0,2.0,,2.0,,1.0,,,,3.0,5.0,,3.0,,,1.0,95.0
15,"Laverde, Jayden",18,11,10,28,,,,5.0,5.0,,,1.0,1.0,,,6.0,23.0,2.0,,6.0,,,84.0
37,"Martin, Nic",14,9,7,21,,1.0,,3.0,,2.0,1.0,2.0,,1.0,,6.0,17.0,,1.0,4.0,2.0,2.0,88.0
1,"McGrath, Andrew",12,3,12,24,,,,6.0,6.0,1.0,1.0,2.0,,,,6.0,16.0,,,2.0,2.0,,83.0
32,"McKay, Ben",3,1,6,9,,,,2.0,1.0,,,,1.0,,,4.0,4.0,1.0,,6.0,,,100.0
47 ↑,"Menzie, Jye",1,1,,1,,,,1.0,,,,1.0,,,,,1.0,,,,,,14.0
7,"Merrett, Zach",18,8,10,28,1,,,2.0,1.0,5.0,2.0,2.0,,1.0,,6.0,22.0,,2.0,2.0,2.0,5.0,86.0
16,"Perkins, Archie",8,3,8,16,,,,,1.0,3.0,3.0,3.0,,2.0,,7.0,8.0,,,,1.0,,75.0
27,"Redman, Mason",13,10,9,22,,,,2.0,4.0,2.0,1.0,1.0,,1.0,,4.0,16.0,1.0,,1.0,1.0,,83.0
14,"Ridley, Jordan",18,7,7,25,,,,1.0,6.0,1.0,,3.0,,,,2.0,19.0,,,3.0,2.0,,93.0
25,"Stringer, Jake",14,10,6,20,5,1.0,,1.0,,3.0,5.0,2.0,,,1.0,8.0,11.0,2.0,7.0,,,1.0,81.0
20,"Wright, Peter",8,6,4,12,2,1.0,7.0,,,3.0,1.0,,,,,5.0,5.0,3.0,3.0,1.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,240,126,160,400,19,8.0,40.0,54.0,42.0,54.0,35.0,47.0,8.0,13.0,6.0,124.0,271.0,16.0,18.0,40.0,17.0,15.0,
Opposition,Opposition,182,77,110,292,13,14.0,41.0,60.0,35.0,56.0,44.0,33.0,13.0,8.0,,124.0,168.0,16.0,11.0,41.0,6.0,10.0,
