Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
13,"Ah Chee, Callum",18y 323d,16 (5-0-11 31.25%),9 (0.56),←,
31,"Brooksby, Keegan",26y 122d,11 (1-0-10 9.09%),3 (0.27),←,
39,"Davis, Ryan",27y 81d,33 (9-0-24 27.27%),19 (0.58),19 (6-0-13 31.58%),15 (0.79)
12,"Day, Sam",23y 356d,98 (29-1-68 30.10%),65 (0.66),←,
29,"Fiorini, Brayden",19y 5d,2 (0-0-2 0.00%),2 (1.00),←,
2,"Grant, Jarrad",27y 52d,94 (43-0-51 45.74%),94 (1.00),13 (1-0-12 7.69%),11 (0.85)
33,"Hall, Aaron",25y 292d,78 (27-1-50 35.26%),63 (0.81),←,
14,"Hallahan, Mitch",24y 4d,23 (4-0-19 17.39%),6 (0.26),17 (1-0-16 5.88%),4 (0.24)
38,"Joyce, Jesse",19y 10d,11 (3-0-8 27.27%),,←,
28,"Kolodjashnij, Kade",21y 18d,59 (16-1-42 27.97%),10 (0.17),←,
19,"Lynch, Tom",23y 301d,102 (28-1-73 27.94%),190 (1.86),←,
44,"Macpherson, Darcy",18y 303d,4 (0-0-4 0.00%),2 (0.50),←,
4,"Martin, Jack",21y 211d,44 (13-1-30 30.68%),35 (0.80),←,
32,"Matera, Brandon",24y 169d,91 (26-1-64 29.12%),102 (1.12),←,
17,"May, Steven",24y 230d,88 (28-1-59 32.39%),17 (0.19),←,
11,"Miller, Touk",20y 187d,40 (8-1-31 21.25%),11 (0.28),←,
3,"Rosa, Matt",29y 278d,183 (90-1-92 49.45%),43 (0.23),15 (3-0-12 20.00%),4 (0.27)
42,"Saad, Adam",22y 35d,26 (7-1-18 28.85%),1 (0.04),←,
6,"Sexton, Alex",22y 268d,55 (15-0-40 27.27%),31 (0.56),←,
26,"Shaw, Matt",24y 204d,100 (26-1-73 26.50%),32 (0.32),←,
16,"Thompson, Rory",25y 168d,79 (24-1-54 31.01%),7 (0.09),←,
30,"Wright, Peter",19y 354d,20 (3-0-17 15.00%),28 (1.40),←,
Totals,Totals,23y 81d,1257 (405-12-840 32.22%),770 (0.61),,
C,"Eade, Rodney",58y 145d,358 (179-5-174 50.70%),,44 (10-1-33 23.86%),
