Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
10,"Betheras, Rupert",26y 199d,63 (26-0-37 41.27%),22 (0.35),←,
5,"Buckley, Nathan",29y 319d,194 (75-2-117 39.18%),195 (1.01),174 (71-2-101 41.38%),174 (1.00)
17,"Burns, Scott",27y 169d,124 (50-1-73 40.73%),55 (0.44),←,
8,"Clement, James",25y 279d,115 (44-0-71 38.26%),46 (0.40),31 (18-0-13 58.06%),8 (0.26)
34,"Cloke, Jason",20y 35d,10 (8-0-2 80.00%),1 (0.10),←,
13,"Cole, Richard",18y 330d,2 (1-0-1 50.00%),1 (0.50),←,
1,"Davis, Leon",20y 358d,42 (19-0-23 45.24%),45 (1.07),←,
4,"Didak, Alan",19y 115d,11 (8-0-3 72.73%),8 (0.73),←,
25,"Fraser, Josh",20y 156d,53 (26-0-27 49.06%),36 (0.68),←,
9,"Freeborn, Glenn",29y 124d,123 (66-0-57 53.66%),61 (0.50),68 (28-0-40 41.18%),34 (0.50)
6,"Holland, Brodie",22y 158d,68 (27-0-41 39.71%),81 (1.19),32 (19-0-13 59.38%),44 (1.38)
26,"Johnson, Ben",21y 66d,39 (21-0-18 53.85%),10 (0.26),←,
18,"Licuria, Paul",24y 157d,78 (30-0-48 38.46%),18 (0.23),68 (28-0-40 41.18%),16 (0.24)
24,"Lockyer, Tarkyn",22y 223d,67 (29-0-38 43.28%),31 (0.46),←,
27,"McGough, Mark",17y 353d,8 (7-0-1 87.50%),2 (0.25),←,
12,"McKee, Steven",23y 355d,49 (27-0-22 55.10%),9 (0.18),29 (17-0-12 58.62%),8 (0.28)
11,"OBree, Shane",23y 87d,69 (32-0-37 46.38%),20 (0.29),50 (23-0-27 46.00%),17 (0.34)
35,"Prestigiacomo, Simon",24y 130d,101 (39-0-62 38.61%),2 (0.02),←,
3,"Richardson, Mark",29y 222d,136 (55-1-80 40.81%),81 (0.60),←,
23,"Rocca, Anthony",24y 299d,129 (54-0-75 41.86%),188 (1.46),107 (43-0-64 40.19%),177 (1.65)
20,"Tarrant, Chris",21y 265d,73 (30-0-43 41.10%),124 (1.70),←,
14,"Wakelin, Shane",27y 302d,126 (60-2-64 48.41%),19 (0.15),32 (19-0-13 59.38%),
Totals,Totals,23y 280d,1680 (734-6-940 43.69%),1055 (0.63),,
C,"Malthouse, Mick",48y 297d,433 (249-4-180 57.97%),,55 (26-0-29 47.27%),
