Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
18,"Betts, Eddie",28y 143d,209 (89-3-117 43.30%),347 (1.66),25 (14-0-11 56.00%),57 (2.28)
16,"Brown, Luke",22y 208d,49 (26-0-23 53.06%),3 (0.06),←,
23,"Cameron, Charlie",20y 287d,10 (6-0-4 60.00%),12 (1.20),←,
32,"Dangerfield, Patrick",25y 13d,134 (70-0-64 52.24%),146 (1.09),←,
26,"Douglas, Richard",28y 71d,158 (82-0-76 51.90%),108 (0.68),←,
28,"Ellis-Yolmen, Cam",22y 80d,4 (3-0-1 75.00%),2 (0.50),←,
15,"Hartigan, Kyle",23y 162d,13 (9-0-4 69.23%),,←,
45,"Henderson, Ricky",26y 219d,67 (33-0-34 49.25%),39 (0.58),←,
24,"Jacobs, Sam",27y 8d,107 (55-0-52 51.40%),24 (0.22),90 (48-0-42 53.33%),21 (0.23)
10,"Jaensch, Matthew",25y 212d,70 (34-0-36 48.57%),25 (0.36),←,
4,"Jenkins, Josh",26y 69d,51 (29-0-22 56.86%),80 (1.57),←,
47,"Kelly, Jake",20y 87d,1 (1-0-0 100.00%),,←,
29,"Laird, Rory",21y 110d,37 (20-0-17 54.05%),4 (0.11),←,
27,"Lynch, Tom",24y 215d,40 (25-0-15 62.50%),55 (1.38),34 (21-0-13 61.76%),51 (1.50)
14,"Mackay, David",26y 267d,127 (74-0-53 58.27%),42 (0.33),←,
9,"Sloane, Rory",25y 32d,103 (55-0-48 53.40%),64 (0.62),←,
33,"Smith, Brodie",23y 94d,79 (44-0-35 55.70%),24 (0.30),←,
12,"Talia, Daniel",23y 198d,79 (45-0-34 56.96%),4 (0.05),←,
5,"Thompson, Scott",32y 35d,265 (145-0-120 54.72%),150 (0.57),226 (127-0-99 56.19%),133 (0.59)
7,"van Berlo, Nathan",28y 316d,185 (106-0-79 57.30%),65 (0.35),←,
13,"Walker, Taylor",24y 358d,87 (46-0-41 52.87%),208 (2.39),←,
11,"Wright, Matthew",25y 125d,81 (43-0-38 53.09%),58 (0.72),←,
Totals,Totals,25y 34d,1956 (1040-3-913 53.17%),1460 (0.75),,
C,"Walsh, Phil",55y 34d,4 (4-0-0 100.00%),,3 (3-0-0 100.00%),
