Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Ballantyne, Hayden",7,3,2,9,,1.0,,3.0,1.0,2.0,,,,,,3.0,6.0,,1.0,,,,83.0
21,"Barlow, Michael",13,6,19,32,,1.0,1.0,3.0,2.0,3.0,7.0,2.0,1.0,,,13.0,19.0,,,1.0,,1.0,85.0
30,"Clarke, Zac",7,4,8,15,,1.0,16.0,1.0,1.0,2.0,5.0,3.0,2.0,3.0,,7.0,8.0,,,1.0,,1.0,91.0
9 ↑,"de Boer, Matt",8,6,8,16,1,,,7.0,,3.0,,6.0,1.0,5.0,,2.0,14.0,,1.0,,,,67.0
41,"Duffield, Paul",13,5,5,18,,,,3.0,1.0,4.0,,1.0,,,,4.0,14.0,1.0,,4.0,1.0,,95.0
7,"Fyfe, Nat",12,8,18,30,1,,1.0,3.0,,3.0,8.0,2.0,1.0,1.0,3.0,18.0,12.0,5.0,,3.0,4.0,,89.0
32,"Hill, Stephen",13,3,12,25,1,,,3.0,2.0,4.0,2.0,2.0,,,,6.0,19.0,,1.0,2.0,,1.0,87.0
5,"Ibbotson, Garrick",10,6,9,19,,,,1.0,1.0,1.0,,1.0,,,,3.0,16.0,,,,,,92.0
37,"Johnson, Michael",12,10,7,19,,,,1.0,2.0,2.0,1.0,3.0,,1.0,,3.0,16.0,,,2.0,2.0,1.0,98.0
23,"Mayne, Chris",11,9,7,18,4,1.0,,12.0,,1.0,2.0,1.0,2.0,,1.0,8.0,9.0,2.0,5.0,4.0,,,90.0
18,"McPharlin, Luke",14,10,7,21,,,,,3.0,,,3.0,1.0,1.0,,5.0,15.0,1.0,,4.0,,,96.0
16,"Mundy, David",16,5,12,28,2,,2.0,8.0,2.0,9.0,7.0,2.0,3.0,1.0,2.0,9.0,18.0,,,,1.0,1.0,81.0
27,"Neale, Lachie",15,9,10,25,2,,,5.0,4.0,4.0,1.0,,1.0,,,7.0,17.0,1.0,,,2.0,2.0,80.0
29,"Pavlich, Matthew",4,4,6,10,,1.0,,2.0,,,1.0,3.0,,1.0,,4.0,8.0,1.0,2.0,2.0,,1.0,39.0
46,"Pearce, Clancee",20,10,11,31,,,,3.0,3.0,3.0,5.0,1.0,,,,5.0,27.0,,,3.0,,,87.0
6,"Pearce, Danyle",15,9,8,23,2,1.0,,1.0,,9.0,,3.0,,,,4.0,20.0,,1.0,4.0,5.0,1.0,80.0
31,"Sandilands, Aaron",3,4,7,10,1,,19.0,,,1.0,,1.0,1.0,1.0,,4.0,6.0,3.0,1.0,1.0,,1.0,83.0
34,"Spurr, Lee",10,4,7,17,,,,1.0,2.0,,,2.0,1.0,,,6.0,11.0,1.0,,2.0,,,94.0
8,"Suban, Nick",14,8,8,22,2,1.0,1.0,,1.0,4.0,2.0,4.0,,3.0,,4.0,19.0,,2.0,1.0,2.0,,87.0
33,"Sutcliffe, Cam",12,7,4,16,,,,1.0,5.0,1.0,,2.0,,1.0,,2.0,14.0,,1.0,4.0,2.0,1.0,91.0
20,"Taberner, Matthew",6,6,3,9,2,,,1.0,,2.0,,3.0,,1.0,,3.0,6.0,2.0,2.0,1.0,,1.0,87.0
10 ↓,"Walters, Michael",3,,,3,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,,18.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,238,136,178,416,18,10.0,40.0,59.0,30.0,59.0,42.0,45.0,14.0,19.0,6.0,122.0,295.0,17.0,17.0,39.0,19.0,12.0,
Opposition,Opposition,181,92,122,303,6,14.0,34.0,58.0,38.0,39.0,28.0,44.0,19.0,14.0,,113.0,195.0,15.0,7.0,43.0,4.0,3.0,
