Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Abbott, Paul",5,3,2,7,1,1.0,3.0,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Baldwin, Jason",16,5,10,26,,,,3.0,,,,,2.0,4.0,,,,,,,,,
18,"Blakey, John",13,8,7,20,,,,2.0,,,,,2.0,2.0,2.0,,,,,,,,
17,"Broderick, Paul",12,3,8,20,1,2.0,,2.0,,,,,1.0,1.0,,,,,,,,,
22,"Caven, Peter",6,4,5,11,2,,2.0,3.0,,,,,,2.0,,,,,,,,,
2,"Dundas, Matthew",7,2,5,12,,,,1.0,,,,,,1.0,,,,,,,,,
28,"Elliott, Jamie",,,,,,,,2.0,,,,,,2.0,,,,,,,,,
27,"Fleming, Dale",3,2,9,12,,,,,,,,,1.0,3.0,,,,,,,,,
7,"Gale, Michael",5,2,9,14,,,,,,,,,1.0,,,,,,,,,,
6,"Guard, Jeremy",4,3,,4,,1.0,,1.0,,,,,1.0,,,,,,,,,,
11,"Lynch, Alastair",9,2,2,11,,,,,,,,,4.0,1.0,,,,,,,,,
29,"Lyon, Ross",16,1,13,29,1,,2.0,2.0,,,,,4.0,1.0,,,,,,,,,
5,"McCormack, Brendan",10,1,10,20,1,2.0,,3.0,,,,,,,,,,,,,,,
21,"Morrish, Paul",5,1,6,11,,,,,,,,,,1.0,,,,,,,,,
44,"Osborne, Richard",8,2,2,10,6,1.0,,1.0,,,,,4.0,3.0,,,,,,,,,
4,"Paxman, Stephen",8,7,7,15,,,2.0,3.0,,,,,1.0,2.0,,,,,,,,,
1,"Roos, Paul",19,7,5,24,,,,2.0,,,,,1.0,1.0,,,,,,,,,
3,"Seecamp, Marcus",5,1,6,11,1,2.0,,2.0,,,,,,,,,,,,,,,
12,"Wheildon, Darren",13,3,4,17,2,2.0,1.0,,,,,,1.0,3.0,,,,,,,,,
8,"Wynd, Jim",18,5,5,23,1,,,2.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,62,115,297,16,12.0,10.0,30.0,,,,,26.0,29.0,2.0,,,,,,,,
Opposition,Opposition,217,77,132,349,17,26.0,27.0,31.0,,,,,29.0,26.0,4.0,,,,,,,,
