West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
35,"Armstrong, Steven",12,4,14,26,1,2.0,,1.0,,1.0,4.0,2.0,1.0,,,9.0,18.0,,2.0,1.0,,1.0,80.0
10,"Braun, Michael",16,5,11,27,,1.0,,4.0,,3.0,,3.0,2.0,1.0,,11.0,20.0,,,,,,70.0
17,"Chick, Daniel",5,1,13,18,,,,5.0,1.0,1.0,,,,,,4.0,13.0,,,10.0,,,92.0
20,"Cox, Dean",16,7,11,27,1,1.0,22.0,,3.0,4.0,4.0,5.0,3.0,,,9.0,18.0,,,4.0,2.0,,70.0
32,"Embley, Andrew",17,4,5,22,,1.0,,2.0,1.0,3.0,,3.0,1.0,,,5.0,16.0,,1.0,2.0,,,87.0
23,"Glass, Darren",4,5,7,11,,,,,3.0,,,3.0,1.0,2.0,,4.0,8.0,2.0,,3.0,,,90.0
29,"Hansen, Ashley",8,8,7,15,4,1.0,,3.0,,3.0,,1.0,,,2.0,2.0,12.0,1.0,2.0,1.0,,,79.0
39,"Hunter, Adam",6,8,19,25,,,,1.0,1.0,2.0,,2.0,,1.0,,3.0,23.0,,,5.0,1.0,1.0,91.0
25,"Hurn, Shannon",7,2,5,12,1,,,5.0,,2.0,,1.0,1.0,,1.0,4.0,9.0,1.0,,2.0,2.0,,84.0
38,"Jones, Brett",14,4,16,30,,,,1.0,4.0,2.0,,4.0,,,,7.0,23.0,1.0,,4.0,,1.0,87.0
18,"Jones, Rowan",7,2,15,22,,,,5.0,,2.0,2.0,3.0,3.0,,,13.0,7.0,,1.0,,,,61.0
3,"Judd, Chris",20,3,15,35,,,,2.0,4.0,6.0,4.0,5.0,,,3.0,17.0,17.0,2.0,,1.0,,2.0,87.0
4,"Kerr, Daniel",17,4,11,28,2,1.0,,3.0,5.0,4.0,4.0,3.0,,,,11.0,16.0,2.0,,3.0,3.0,1.0,87.0
21,"Lynch, Quinten",15,8,4,19,,4.0,,2.0,,6.0,,2.0,,,,8.0,11.0,4.0,3.0,1.0,,1.0,95.0
11,"Priddis, Matt",11,6,14,25,,2.0,,,2.0,4.0,7.0,1.0,,,,14.0,11.0,,,2.0,,,70.0
24,"Rosa, Matt",12,8,4,16,,,,4.0,,6.0,1.0,1.0,1.0,,,3.0,15.0,,,2.0,,1.0,87.0
14,"Seaby, Mark",6,6,8,14,,,10.0,2.0,2.0,,2.0,5.0,1.0,3.0,,4.0,10.0,,,5.0,,1.0,56.0
37,"Selwood, Adam",7,6,9,16,,,,2.0,2.0,,,4.0,,,,2.0,15.0,,,3.0,2.0,,83.0
41,"Staker, Brent",10,5,12,22,,,,2.0,6.0,,1.0,4.0,1.0,1.0,,9.0,13.0,1.0,,5.0,,,88.0
5,"Stenglein, Tyson",10,2,16,26,,,,4.0,,1.0,3.0,2.0,1.0,1.0,,11.0,15.0,,,6.0,,,89.0
8,"Waters, Beau",7,9,9,16,1,,,2.0,1.0,1.0,,2.0,,,,3.0,13.0,2.0,1.0,2.0,,2.0,77.0
44,"Wirrpanda, David",14,4,3,17,4,,,5.0,,4.0,,3.0,1.0,1.0,,5.0,9.0,,3.0,,,1.0,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,241,111,228,469,14,16.0,32.0,55.0,35.0,55.0,32.0,59.0,17.0,10.0,6.0,158.0,312.0,16.0,13.0,62.0,10.0,12.0,
Opposition,Opposition,182,78,111,293,4,15.0,26.0,61.0,38.0,41.0,34.0,62.0,10.0,17.0,,111.0,179.0,6.0,6.0,50.0,14.0,3.0,
