Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Atkins, Rory",24y 260d,79 (53-1-25 67.72%),40 (0.51),←,
18,"Betts, Eddie",32y 123d,297 (144-3-150 48.99%),566 (1.91),113 (69-0-44 61.06%),276 (2.44)
2,"Crouch, Brad",25y 74d,63 (36-0-27 57.14%),24 (0.38),←,
5,"Crouch, Matt",23y 342d,92 (58-1-33 63.59%),20 (0.22),←,
6,"Gibbs, Bryce",30y 14d,255 (108-2-145 42.75%),150 (0.59),24 (13-0-11 54.17%),13 (0.54)
15,"Hartigan, Kyle",27y 142d,83 (54-0-29 65.06%),1 (0.01),←,
24,"Jacobs, Sam",30y 353d,198 (111-1-86 56.31%),48 (0.24),181 (104-1-76 57.73%),45 (0.25)
4,"Jenkins, Josh",30y 49d,138 (81-1-56 59.06%),276 (2.00),←,
20,"Jones, Chayce",19y 74d,2 (1-0-1 50.00%),1 (0.50),←,
42,"Keath, Alex",27y 68d,14 (8-1-5 60.71%),,←,
8,"Kelly, Jake",24y 67d,55 (32-1-22 59.09%),1 (0.02),←,
3,"Knight, Riley",24y 2d,41 (30-1-10 74.39%),30 (0.73),←,
29,"Laird, Rory",25y 90d,123 (75-1-47 61.38%),12 (0.10),←,
27,"Lynch, Tom",28y 195d,125 (78-1-46 62.80%),173 (1.38),119 (74-1-44 62.61%),169 (1.42)
14,"Mackay, David",30y 247d,204 (122-1-81 60.05%),59 (0.29),←,
30,"Milera, Wayne",21y 196d,45 (29-1-15 65.56%),15 (0.33),←,
44,"Murphy, Lachlan",20y 115d,13 (7-0-6 53.85%),12 (0.92),←,
11,"Seedsman, Paul",27y 66d,89 (52-1-36 58.99%),45 (0.51),40 (25-1-14 63.75%),28 (0.70)
9,"Sloane, Rory",29y 12d,179 (105-1-73 58.94%),112 (0.63),←,
33,"Smith, Brodie",27y 74d,147 (90-1-56 61.56%),47 (0.32),←,
12,"Talia, Daniel",27y 178d,166 (99-1-66 59.94%),6 (0.04),←,
13,"Walker, Taylor",28y 338d,169 (97-1-71 57.69%),384 (2.27),←,
Totals,Totals,26y 223d,2577 (1470-21-1086 57.04%),2022 (0.78),,
C,"Pyke, Don",50y 114d,73 (47-1-25 65.07%),,←,
