Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
25,"Brown, Nathan",24y 258d,17 (9-0-8 52.94%),,←,
32,"Bruce, Cameron",21y 211d,24 (15-0-9 62.50%),27 (1.13),←,
28,"Collins, Matthew",24y 86d,39 (23-0-16 58.97%),7 (0.18),25 (17-0-8 68.00%),5 (0.20)
33,"Farmer, Jeff",23y 309d,107 (47-0-60 43.93%),230 (2.15),←,
21,"Febey, Steven",31y 253d,243 (124-0-119 51.03%),33 (0.14),←,
30,"Godfrey, Simon",20y 193d,3 (3-0-0 100.00%),,←,
18,"Green, Brad",20y 47d,24 (16-0-8 66.67%),34 (1.42),←,
4,"Grgic, Brent",21y 203d,68 (32-0-36 47.06%),29 (0.43),←,
27,"Ingerson, Anthony",31y 198d,153 (66-0-87 43.14%),40 (0.26),116 (50-0-66 43.10%),15 (0.13)
36,"Leoncelli, Andrew",26y 286d,93 (43-0-50 46.24%),36 (0.39),←,
35,"McDonald, Anthony",28y 320d,84 (40-0-44 47.62%),35 (0.42),←,
9,"Neitz, David",26y 97d,163 (75-0-88 46.01%),252 (1.55),←,
8,"Nicholson, Alistair",23y 56d,35 (20-0-15 57.14%),,←,
43,"Rigoni, Guy",26y 276d,75 (41-0-34 54.67%),24 (0.32),←,
24,"Robertson, Russell",22y 156d,62 (34-0-28 54.84%),85 (1.37),←,
5,"Schwarz, David",28y 279d,144 (66-1-77 46.18%),219 (1.52),←,
42,"Walsh, Peter",24y 279d,47 (24-0-23 51.06%),9 (0.19),←,
10,"Ward, Daniel",23y 294d,34 (14-0-20 41.18%),6 (0.18),←,
31,"Wheatley, Paul",20y 17d,14 (10-0-4 71.43%),6 (0.43),←,
34,"White, Jeff",24y 69d,105 (52-0-53 49.52%),58 (0.55),73 (39-0-34 53.42%),40 (0.55)
22,"Woewodin, Shane",24y 291d,99 (45-0-54 45.45%),47 (0.47),←,
13,"Yze, Adem",23y 220d,124 (55-0-69 44.35%),83 (0.67),←,
Totals,Totals,24y 266d,1757 (854-1-902 48.61%),1260 (0.72),,
C,"Daniher, Neale",40y 73d,77 (41-0-36 53.25%),,←,
