Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 157d,36 (15-0-21 41.67%),7 (0.19),←,
46,"Begley, Colm",20y 233d,6 (2-0-4 33.33%),1 (0.17),←,
20,"Black, Simon",28y 18d,195 (123-1-71 63.33%),128 (0.66),←,
17,"Brennan, Jared",22y 267d,42 (22-0-20 52.38%),23 (0.55),←,
16,"Brown, Jonathan",25y 174d,121 (85-0-36 70.25%),201 (1.66),←,
19,"Charman, Jamie",24y 279d,89 (57-1-31 64.61%),34 (0.38),←,
30,"Copeland, Robert",25y 330d,113 (71-0-42 62.83%),20 (0.18),←,
4,"Fixter, Ben",25y 302d,50 (22-0-28 44.00%),11 (0.22),23 (8-0-15 34.78%),3 (0.13)
14,"Hadley, Richard",24y 23d,29 (20-0-9 68.97%),7 (0.24),←,
5,"Harding, Scott",20y 306d,18 (7-0-11 38.89%),4 (0.22),←,
2,"Johnson, Chris",30y 326d,256 (125-3-128 49.41%),163 (0.64),197 (118-3-76 60.66%),96 (0.49)
9,"McGrath, Ashley",23y 336d,87 (50-1-36 58.05%),83 (0.95),←,
21,"Merrett, Daniel",22y 130d,28 (11-0-17 39.29%),16 (0.57),←,
10,"Moody, Matthew",21y 210d,29 (10-0-19 34.48%),14 (0.48),←,
8,"Notting, Tim",28y 182d,160 (99-1-60 62.19%),113 (0.71),←,
24,"Patfull, Joel",22y 135d,19 (7-0-12 36.84%),6 (0.32),←,
6,"Power, Luke",27y 103d,180 (110-1-69 61.39%),176 (0.98),←,
35,"Rischitelli, Michael",21y 103d,26 (11-0-15 42.31%),13 (0.50),←,
29,"Roe, Jason",23y 39d,17 (6-0-11 35.29%),3 (0.18),←,
11,"Sherman, Justin",20y 85d,45 (18-0-27 40.00%),34 (0.76),←,
32,"Stiller, Cheynee",20y 353d,17 (5-0-12 29.41%),6 (0.35),←,
31,"Wood, Cameron",20y 48d,12 (3-0-9 25.00%),,←,
Totals,Totals,23y 271d,1575 (879-8-688 55.81%),1063 (0.67),,
C,"Matthews, Leigh",55y 51d,421 (250-6-165 60.10%),,197 (125-1-71 63.71%),
