Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
21,"Aleer, Leek",20y 343d,1 (0-0-1 0.00%),,←,
7,"Ash, Lachie",21y 39d,53 (23-1-29 44.34%),4 (0.08),←,
46,"Brown, Callum",21y 349d,8 (2-0-6 25.00%),6 (0.75),←,
13,"Cumming, Isaac",23y 353d,52 (22-1-29 43.27%),1 (0.02),←,
4,"Greene, Toby",28y 308d,190 (85-2-103 45.26%),263 (1.38),←,
12,"Green, Tom",21y 188d,42 (17-1-24 41.67%),17 (0.40),←,
19,"Haynes, Nick",30y 73d,180 (84-4-92 47.78%),10 (0.06),←,
27,"Himmelberg, Harry",26y 83d,124 (67-2-55 54.84%),148 (1.19),←,
23,"Hogan, Jesse",27y 168d,114 (51-0-63 44.74%),216 (1.89),24 (10-0-14 41.67%),46 (1.92)
2,"Hopper, Jacob",25y 174d,111 (62-2-47 56.76%),40 (0.36),←,
25,"Keeffe, Lachlan",32y 107d,95 (47-0-48 49.47%),16 (0.17),55 (22-0-33 40.00%),9 (0.16)
22,"Kelly, Josh",27y 168d,173 (90-3-80 52.89%),106 (0.61),←,
40,"Kennedy, Adam",30y 18d,145 (58-1-86 40.34%),14 (0.10),←,
38,"Lloyd, Daniel",30y 162d,75 (37-4-34 52.00%),62 (0.83),←,
33,"OHalloran, Xavier",22y 19d,32 (13-1-18 42.19%),6 (0.19),←,
20,"Peatling, James",21y 343d,14 (5-0-9 35.71%),9 (0.64),←,
36,"Perryman, Harry",23y 223d,83 (40-1-42 48.80%),21 (0.25),←,
11,"Preuss, Braydon",27y 44d,27 (6-0-21 22.22%),11 (0.41),9 (2-0-7 22.22%),2 (0.22)
14,"Taranto, Tim",24y 183d,113 (59-2-52 53.10%),47 (0.42),←,
15,"Taylor, Sam",23y 86d,72 (38-0-34 52.78%),1 (0.01),←,
8,"Ward, Callan",32y 111d,267 (117-4-146 44.57%),130 (0.49),207 (85-4-118 42.03%),97 (0.47)
10,"Wehr, Jacob",24y 25d,10 (3-0-7 30.00%),4 (0.40),←,
6,"Whitfield, Lachie",28y 12d,182 (87-4-91 48.90%),68 (0.37),←,
Totals,Totals,25y 314d,2163 (1013-33-1117 46.83%),1200 (0.55),,
C,"McVeigh, Mark",41y 185d,10 (3-0-7 30.00%),,←,
