Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Barling, Tim",5,1,6,11,,,29.0,1.0,,,,,2.0,3.0,,,,,,,,,
30,"Bayes, Mark",11,3,2,13,1,2.0,,,,,,,1.0,,,,,,,,,,
7,"Carroll, Dennis",8,,8,16,,,,2.0,,,,,,3.0,,,,,,,,,
6,"Eustice, Mark",7,,7,14,,,,,,,,,1.0,,,,,,,,,,
23,"Fell, Shane",6,6,,6,1,3.0,,,,,,,1.0,,,,,,,,,,
3,"Healy, Gerard",23,3,6,29,1,1.0,,,,,,,,1.0,,,,,,,,,
9,"Henwood, Wayne",10,7,4,14,,,,,,,,,1.0,3.0,,,,,,,,,
47,"Higgins, Leon",13,4,6,19,1,1.0,,2.0,,,,,1.0,,,,,,,,,,
46,"Kellett, Mark",5,2,4,9,,,1.0,1.0,,,,,1.0,,,,,,,,,,
45,"Kelly, Paul",,,3,3,,,,,,,,,,1.0,,,,,,,,,
18,"Lloyd, Matthew",4,2,7,11,1,,,,,,,,,2.0,,,,,,,,,
33,"McAsey, Darren",1,2,4,5,,,,,,,,,1.0,,,,,,,,,,
10,"Mitchell, Barry",19,2,12,31,,,,4.0,,,,,3.0,3.0,,,,,,,,,
28,"Page, Glenn",1,1,2,3,,,,2.0,,,,,,,,,,,,,,,
8,"Ryan, Matthew",2,,2,4,,,,,,,,,,,,,,,,,,,
12,"Thripp, Terry",7,2,8,15,,,,,,,,,1.0,1.0,,,,,,,,,
15,"Toohey, Bernard",9,6,5,14,,,,1.0,,,,,1.0,1.0,,,,,,,,,
20,"West, Jim",5,3,3,8,,2.0,,,,,,,,,,,,,,,,,
27,"Wheeler, Sanford",17,1,3,20,,,,1.0,,,,,3.0,1.0,,,,,,,,,
26,"Wright, Stephen",5,,4,9,,,,3.0,,,,,1.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,158,45,96,254,5,11.0,30.0,17.0,,,,,18.0,21.0,,,,,,,,,
Opposition,Opposition,204,58,107,311,18,23.0,29.0,34.0,,,,,21.0,18.0,6.0,,,,,,,,
