Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",23y 305d,50 (31-2-17 64.00%),52 (1.04),←,
7,"Daniher, Chris",29y 162d,88 (50-3-35 58.52%),23 (0.26),←,
38,"Denham, Sean",26y 133d,119 (69-3-47 59.24%),50 (0.42),75 (45-3-27 62.00%),29 (0.39)
22,"Doolan, Ben",22y 242d,47 (21-2-24 46.81%),4 (0.09),22 (14-1-7 65.91%),
31,"Fletcher, Dustin",20y 125d,51 (34-2-15 68.63%),6 (0.12),←,
29,"Grenvold, David",29y 187d,110 (71-3-36 65.91%),18 (0.16),←,
39,"Hardwick, Damien",23y 22d,33 (20-1-12 62.12%),8 (0.24),←,
1,"Harvey, Mark",30y 90d,175 (116-2-57 66.86%),164 (0.94),←,
5,"Hird, James",22y 217d,63 (38-3-22 62.70%),110 (1.75),←,
18,"Lloyd, Matthew",17y 146d,4 (2-1-1 62.50%),6 (1.50),←,
13,"Long, Michael",25y 343d,124 (81-2-41 66.13%),97 (0.78),←,
2,"Mercuri, Mark",21y 200d,57 (37-2-18 66.67%),76 (1.33),←,
41,"OConnor, Ryan",21y 74d,21 (13-2-6 66.67%),16 (0.76),←,
10,"ODonnell, Gary",30y 120d,180 (111-3-66 62.50%),68 (0.38),←,
47,"Olarenshaw, Ricky",22y 220d,36 (23-1-12 65.28%),9 (0.25),←,
15,"Prior, Michael",22y 3d,7 (4-0-3 57.14%),2 (0.29),←,
3,"Salmon, Paul",30y 232d,208 (123-2-83 59.62%),507 (2.44),←,
19,"Somerville, Peter",27y 63d,99 (61-2-36 62.63%),81 (0.82),←,
26,"Thompson, Mark",31y 294d,193 (124-2-67 64.77%),49 (0.25),←,
4,"Wanganeen, Gavin",22y 83d,105 (60-3-42 58.57%),49 (0.47),←,
35,"Young, Barry",25y 75d,85 (38-1-46 45.29%),51 (0.60),32 (19-1-12 60.94%),28 (0.88)
Totals,Totals,25y 20d,1855 (1127-42-686 60.75%),1446 (0.78),,
C,"Sheedy, Kevin",47y 259d,352 (227-4-121 65.06%),,←,
