Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
31,"Alvin, Tom",31y 115d,192 (112-2-78 58.85%),80 (0.42),←,
25,"Athorn, Mark",25y 280d,81 (38-2-41 48.15%),17 (0.21),28 (19-1-8 69.64%),6 (0.21)
21,"Bradley, Craig",29y 295d,175 (103-2-70 59.43%),129 (0.74),←,
20,"Brown, Fraser",22y 361d,61 (30-1-30 50.00%),34 (0.56),←,
39,"Christou, Ang",21y 210d,19 (12-1-6 65.79%),6 (0.32),←,
34,"De Iulio, Ron",21y 121d,27 (17-0-10 62.96%),42 (1.56),←,
12,"Gleeson, Adrian",26y 106d,139 (84-2-53 61.15%),137 (0.99),←,
13,"Hanna, Mil",27y 131d,123 (64-2-57 52.85%),49 (0.40),←,
17,"Heaver, Brent",22y 60d,32 (21-1-10 67.19%),58 (1.81),20 (12-1-7 62.50%),46 (2.30)
33,"Hogg, Matthew",24y 236d,90 (43-3-44 49.44%),14 (0.16),31 (19-1-11 62.90%),10 (0.32)
4,"Kernahan, Stephen",29y 347d,171 (101-2-68 59.65%),488 (2.85),←,
44,"Madden, Justin",32y 75d,257 (156-2-99 61.09%),160 (0.62),212 (126-2-84 59.91%),140 (0.66)
5,"McKay, Andrew",23y 31d,18 (11-1-6 63.89%),5 (0.28),←,
7,"Ratten, Brett",22y 34d,56 (30-0-26 53.57%),8 (0.14),←,
14,"Sexton, Michael",22y 162d,53 (28-1-24 53.77%),5 (0.09),←,
9,"Sholl, Brett",21y 341d,26 (16-1-9 63.46%),6 (0.23),←,
1,"Silvagni, Stephen",26y 75d,135 (84-1-50 62.59%),110 (0.81),←,
11,"Spalding, Earl",28y 156d,147 (94-1-52 64.29%),104 (0.71),38 (24-1-13 64.47%),41 (1.08)
38,"Welsh, Rohan",22y 311d,26 (15-1-10 59.62%),46 (1.77),←,
2,"Williams, Greg",29y 318d,175 (97-1-77 55.71%),147 (0.84),34 (21-1-12 63.24%),19 (0.56)
Totals,Totals,25y 225d,2003 (1156-27-820 57.71%),1645 (0.82),,
C,"Parkin, David",50y 336d,345 (199-2-144 57.97%),,182 (112-2-68 62.09%),
