Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
14,"Ashby, Jason",19y 344d,4 (1-0-3 25.00%),,←,
12,"Baguley, Mark",26y 339d,34 (16-0-18 47.06%),2 (0.06),←,
22,"Carlisle, Jake",22y 206d,55 (27-0-28 49.09%),16 (0.29),←,
3,"Chapman, Paul",32y 171d,256 (168-2-86 66.02%),345 (1.35),5 (2-0-3 40.00%),9 (1.80)
6,"Daniher, Joe",20y 52d,11 (5-0-6 45.45%),8 (0.73),←,
15,"Dempsey, Courtenay",26y 240d,89 (40-2-47 46.07%),24 (0.27),←,
31,"Fletcher, Dustin",38y 353d,383 (224-5-154 59.14%),69 (0.18),←,
35,"Gleeson, Martin",19y 243d,6 (2-0-4 33.33%),1 (0.17),←,
34,"Hardingham, Kyle",25y 236d,63 (28-1-34 45.24%),21 (0.33),←,
21,"Heppell, Dyson",21y 346d,68 (35-1-32 52.21%),15 (0.22),←,
1,"Hibberd, Michael",24y 112d,50 (27-0-23 54.00%),6 (0.12),←,
26,"Hooker, Cale",25y 194d,94 (42-1-51 45.21%),7 (0.07),←,
40,"Howlett, Ben",25y 186d,82 (42-1-39 51.83%),36 (0.44),←,
18,"Hurley, Michael",23y 328d,85 (41-2-42 49.41%),99 (1.16),←,
17,"Melksham, Jake",22y 239d,84 (39-1-44 47.02%),47 (0.56),←,
20,"Merrett, Jackson",21y 57d,20 (13-0-7 65.00%),8 (0.40),←,
27,"Merrett, Zach",18y 204d,3 (1-0-2 33.33%),1 (0.33),←,
30,"Ryder, Paddy",26y 42d,153 (69-3-81 46.08%),100 (0.65),←,
5,"Stanton, Brent",27y 359d,209 (88-3-118 42.82%),139 (0.67),←,
4,"Watson, Jobe",29y 76d,179 (77-3-99 43.85%),99 (0.55),←,
8,"Winderlich, Jason",29y 197d,115 (45-1-69 39.57%),74 (0.64),←,
11,"Zaharakis, David",24y 63d,93 (46-1-46 50.00%),74 (0.80),←,
Totals,Totals,25y 59d,2136 (1076-27-1033 50.37%),1191 (0.56),,
C,"Thompson, Mark",50y 157d,266 (163-3-100 61.84%),,6 (2-0-4 33.33%),
