West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
1,"Brown, Mitch",20y 123d,9 (5-0-4 55.56%),2 (0.22),←,
20,"Cox, Dean",27y 261d,171 (90-1-80 52.92%),85 (0.50),←,
32,"Embley, Andrew",27y 296d,170 (89-1-80 52.65%),161 (0.95),←,
23,"Glass, Darren",27y 340d,170 (88-2-80 52.35%),8 (0.05),←,
29,"Hansen, Ashley",26y 47d,71 (49-0-22 69.01%),86 (1.21),←,
39,"Hunter, Adam",27y 305d,146 (81-2-63 56.16%),81 (0.55),←,
25,"Hurn, Shannon",21y 227d,40 (21-0-19 52.50%),15 (0.38),←,
38,"Jones, Brett",26y 256d,86 (52-0-34 60.47%),4 (0.05),←,
4,"Kerr, Daniel",25y 338d,159 (85-2-72 54.09%),96 (0.60),←,
2,"LeCras, Mark",22y 232d,40 (20-0-20 50.00%),80 (2.00),←,
21,"Lynch, Quinten",26y 85d,132 (76-0-56 57.58%),202 (1.53),←,
16,"Mackenzie, Eric",20y 335d,12 (4-0-8 33.33%),,←,
13,"Masten, Chris",19y 352d,13 (3-0-10 23.08%),2 (0.15),←,
27,"McKinley, Ben",22y 46d,22 (5-0-17 22.73%),47 (2.14),←,
6,"Nicoski, Mark",25y 146d,72 (37-0-35 51.39%),20 (0.28),←,
11,"Priddis, Matt",24y 29d,48 (22-0-26 45.83%),14 (0.29),←,
24,"Rosa, Matt",22y 147d,52 (30-0-22 57.69%),15 (0.29),←,
31,"Schofield, Will",20y 85d,13 (5-0-8 38.46%),1 (0.08),←,
37,"Selwood, Adam",24y 353d,99 (56-0-43 56.57%),26 (0.26),←,
41,"Staker, Brent",24y 331d,106 (63-1-42 59.91%),80 (0.75),←,
5,"Stenglein, Tyson",28y 277d,201 (113-0-88 56.22%),50 (0.25),95 (57-0-38 60.00%),24 (0.25)
44,"Wirrpanda, David",29y 259d,211 (113-3-95 54.27%),121 (0.57),←,
Totals,Totals,24y 271d,2043 (1107-12-924 54.19%),1196 (0.59),,
C,"Worsfold, John",40y 206d,170 (96-2-72 57.06%),,←,
