Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",33y 72d,283 (166-0-117 58.66%),139 (0.49),←,
16,"Brown, Leigh",24y 101d,139 (55-1-83 39.93%),52 (0.37),76 (36-1-39 48.03%),32 (0.42)
38,"Gibson, Josh",22y 83d,8 (2-0-6 25.00%),,←,
6,"Grant, Shannon",29y 46d,247 (137-2-108 55.87%),283 (1.15),189 (105-1-83 55.82%),245 (1.30)
15,"Green, Kasey",26y 267d,64 (23-1-40 36.72%),15 (0.23),10 (2-0-8 20.00%),7 (0.70)
31,"Hale, David",22y 13d,47 (19-0-28 40.43%),23 (0.49),←,
4,"Harris, Daniel",24y 25d,79 (38-1-40 48.73%),27 (0.34),←,
29,"Harvey, Brent",28y 21d,204 (115-1-88 56.62%),237 (1.16),←,
21,"Jones, Corey",25y 98d,91 (41-0-50 45.05%),109 (1.20),←,
35,"Makepeace, Troy",27y 90d,132 (66-1-65 50.38%),35 (0.27),←,
1,"McIntosh, Hamish",21y 273d,9 (2-0-7 22.22%),5 (0.56),←,
20,"Petrie, Drew",23y 232d,94 (44-1-49 47.34%),72 (0.77),←,
30,"Pratt, Daniel",23y 75d,29 (13-0-16 44.83%),2 (0.07),26 (12-0-14 46.15%),1 (0.04)
3,"Rawlings, Brady",24y 359d,121 (62-0-59 51.24%),49 (0.40),←,
27,"Rawlings, Jade",28y 238d,146 (67-0-79 45.89%),95 (0.65),1 (0-0-1 0.00%),1 (1.00)
7,"Simpson, Adam",30y 108d,233 (136-1-96 58.58%),69 (0.30),←,
9,"Sinclair, Jess",27y 282d,149 (56-1-92 37.92%),58 (0.39),99 (43-1-55 43.94%),32 (0.32)
19,"Swallow, Andrew",19y 2d,3 (0-0-3 0.00%),,←,
23,"Thompson, Nathan",28y 110d,152 (70-1-81 46.38%),263 (1.73),33 (15-0-18 45.45%),71 (2.15)
12,"Thurley, Cameron",24y 190d,11 (5-0-6 45.45%),12 (1.09),4 (1-0-3 25.00%),
36,"Watt, Shannon",25y 190d,96 (48-1-47 50.52%),5 (0.05),←,
8,"Wells, Daniel",21y 121d,72 (35-1-36 49.31%),43 (0.60),←,
Totals,Totals,25y 186d,2409 (1200-13-1196 49.81%),1593 (0.66),,
C,"Laidley, Dani",39y 69d,77 (36-1-40 47.40%),,←,
