Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
46,"Baguley, Mark",6,6,7,13,,,,4.0,2.0,,,2.0,1.0,1.0,,6.0,7.0,,,3.0,,,95.0
22 ↓,"Carlisle, Jake",5,2,2,7,,,,,3.0,1.0,,,1.0,,,2.0,5.0,,,8.0,,,63.0
12,"Crameri, Stewart",9,7,5,14,,,,1.0,,2.0,1.0,3.0,,1.0,,3.0,11.0,,3.0,1.0,,,79.0
36,"Dalgleish, Lauchlan",10,6,3,13,1,,,,1.0,2.0,,3.0,,1.0,,1.0,11.0,,,,,,78.0
29,"Davey, Alwyn",7,2,5,12,,1.0,,1.0,,1.0,1.0,2.0,,2.0,,1.0,9.0,,1.0,,1.0,,78.0
9,"Goddard, Brendon",16,10,9,25,,1.0,,5.0,2.0,3.0,1.0,3.0,,,,2.0,23.0,,,1.0,1.0,1.0,87.0
34,"Hardingham, Kyle",6,4,3,9,,,,1.0,2.0,1.0,,1.0,,,,2.0,7.0,1.0,,4.0,1.0,,90.0
1,"Hibberd, Michael",20,7,6,26,,1.0,,2.0,7.0,5.0,,1.0,2.0,,,4.0,22.0,,,1.0,1.0,,87.0
19,"Hille, David",8,3,7,15,,,4.0,1.0,,3.0,5.0,,2.0,,,6.0,8.0,,1.0,,,1.0,92.0
26,"Hooker, Cale",7,4,5,12,,,,4.0,4.0,1.0,,2.0,1.0,1.0,,5.0,7.0,,,5.0,,,98.0
40,"Howlett, Ben",8,3,2,10,1,,,5.0,1.0,1.0,1.0,,,,,2.0,8.0,,,2.0,1.0,,76.0
18,"Hurley, Michael",8,7,5,13,2,1.0,,,,2.0,,4.0,,1.0,,6.0,8.0,1.0,6.0,1.0,,2.0,94.0
7 ↑,"Jetta, Leroy",4,1,3,7,2,,,2.0,2.0,1.0,1.0,1.0,,1.0,,3.0,4.0,,,1.0,,,32.0
28,"Kavanagh, Elliott",5,2,7,12,,,,4.0,1.0,2.0,2.0,3.0,1.0,1.0,,4.0,8.0,,,,,,79.0
42,"Lovett-Murray, Nathan",10,8,13,23,1,2.0,1.0,,,4.0,3.0,3.0,,2.0,,8.0,15.0,,1.0,,1.0,2.0,75.0
17,"Melksham, Jake",12,9,8,20,2,,,2.0,1.0,6.0,1.0,2.0,,,,3.0,18.0,1.0,2.0,,,,85.0
20,"Merrett, Jackson",11,7,6,17,,1.0,,,2.0,2.0,,1.0,,1.0,,2.0,15.0,,1.0,,,,79.0
16,"Pears, Tayte",5,5,4,9,,,,1.0,1.0,1.0,,1.0,,1.0,,2.0,7.0,,,3.0,3.0,,95.0
30,"Ryder, Paddy",7,5,3,10,,1.0,13.0,2.0,1.0,2.0,2.0,1.0,,1.0,,3.0,8.0,,1.0,2.0,,,89.0
5,"Stanton, Brent",23,14,10,33,,,,4.0,4.0,4.0,2.0,3.0,2.0,,,6.0,27.0,,,,,,86.0
4,"Watson, Jobe",8,5,17,25,,,,1.0,3.0,1.0,2.0,2.0,,1.0,,8.0,18.0,,,5.0,2.0,1.0,85.0
11,"Zaharakis, David",7,5,9,16,,,,5.0,1.0,,2.0,,,,,4.0,13.0,,,1.0,,,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,122,139,341,9,11.0,18.0,45.0,38.0,45.0,24.0,38.0,10.0,15.0,,83.0,259.0,3.0,16.0,38.0,11.0,7.0,
Opposition,Opposition,257,138,156,413,15,14.0,29.0,45.0,32.0,58.0,34.0,31.0,15.0,10.0,6.0,128.0,281.0,9.0,20.0,35.0,18.0,10.0,
