Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",27y 196d,148 (81-3-64 55.74%),125 (0.84),←,
5,"Buckley, Nathan",22y 257d,45 (16-0-29 35.56%),44 (0.98),25 (12-0-13 48.00%),23 (0.92)
17,"Burns, Scott",20y 107d,2 (0-0-2 0.00%),1 (0.50),←,
21,"Christian, Michael",30y 231d,124 (66-2-56 54.03%),23 (0.19),←,
28,"Crosisca, Gavin",26y 206d,142 (84-3-55 60.21%),47 (0.33),←,
15,"Hassall, Jon",21y 238d,25 (12-0-13 48.00%),7 (0.28),←,
40,"Hider, Nick",23y 221d,2 (0-0-2 0.00%),1 (0.50),←,
8,"James, Brett",22y 115d,18 (9-0-9 50.00%),16 (0.89),←,
23,"Kelly, Craig",28y 297d,97 (57-2-38 59.79%),43 (0.44),←,
44,"Kerrison, Shane",30y 12d,137 (80-2-55 59.12%),14 (0.10),←,
34,"McGuane, Mick",27y 101d,136 (81-2-53 60.29%),112 (0.82),←,
6,"Patterson, Stephen",24y 95d,2 (0-0-2 0.00%),,←,
4,"Pert, Gary",29y 316d,218 (112-0-106 51.38%),45 (0.21),55 (35-0-20 63.64%),3 (0.05)
13,"Richardson, Alan",29y 327d,89 (52-2-35 59.55%),10 (0.11),←,
16,"Richardson, Mark",22y 160d,18 (12-0-6 66.67%),30 (1.67),←,
36,"Rocca, Saverio",21y 140d,51 (29-0-22 56.86%),153 (3.00),←,
32,"Rowe, Brad",25y 137d,55 (26-0-29 47.27%),65 (1.18),41 (23-0-18 56.10%),56 (1.37)
29,"Russell, Scott",24y 337d,109 (65-2-42 60.55%),69 (0.63),←,
18,"Walker, Lee",22y 61d,2 (0-0-2 0.00%),2 (1.00),←,
14,"Watson, Shane",21y 51d,55 (29-0-26 52.73%),41 (0.75),←,
10,"Williams, Paul",22y 6d,72 (40-0-32 55.56%),78 (1.08),←,
Totals,Totals,24y 363d,1547 (851-18-678 55.01%),926 (0.60),,
C,"Matthews, Leigh",43y 39d,204 (117-3-84 58.09%),,←,
