Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Brown, Nathan",12,3,3,15,1,1.0,,,,,,,3.0,1.0,,,,,,,,,
18,"Cameron, Leon",18,6,9,27,,,,,,,,,1.0,,3.0,,,,,,,,
12,"Cook, James",2,1,1,3,,1.0,,,,,,,,1.0,,,,,,,,,
16,"Croft, Matthew",6,5,1,7,,,1.0,2.0,,,,,,,,,,,,,,,
14,"Darcy, Luke",8,4,3,11,4,,5.0,1.0,,,,,,1.0,,,,,,,,,
21,"Dent, Matthew",11,6,9,20,1,1.0,,4.0,,,,,2.0,3.0,,,,,,,,,
28,"Dimattina, Paul",7,1,,7,1,,,1.0,,,,,1.0,1.0,,,,,,,,,
32,"Ellis, Craig",13,4,6,19,,,,4.0,,,,,1.0,2.0,,,,,,,,,
3,"Grant, Chris",9,6,6,15,,,,,,,,,1.0,1.0,,,,,,,,,
9,"Hudson, Paul",14,8,4,18,2,1.0,,1.0,,,,,,1.0,,,,,,,,,
6,"Johnson, Brad",17,6,8,25,1,1.0,,,,,,,1.0,,,,,,,,,,
2,"Kolyniuk, Steven",2,1,,2,,,,1.0,,,,,,,,,,,,,,,
39,"Liberatore, Tony",18,2,8,26,,,,4.0,,,,,1.0,,,,,,,,,,
1,"Minton-Connell, Simon",5,2,3,8,3,,,,,,,,,,,,,,,,,,
10,"Montgomery, Brett",9,4,3,12,2,1.0,,1.0,,,,,2.0,,,,,,,,,,
36,"Romero, Jose",7,1,1,8,,1.0,,,,,,,1.0,,,,,,,,,,
41,"Round, David",1,,,1,,,,,,,,,,,,,,,,,,,
5,"Smith, Rohan",16,4,5,21,1,,,1.0,,,,,2.0,2.0,2.0,,,,,,,,
7,"West, Scott",9,1,3,12,,,,1.0,,,,,2.0,,,,,,,,,,
24,"Wira, Brad",10,7,8,18,,,,2.0,,,,,1.0,,,,,,,,,,
15,"Wynd, Scott",2,1,6,8,,,12.0,2.0,,,,,2.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,73,87,283,16,9.0,18.0,25.0,,,,,21.0,13.0,5.0,,,,,,,,
Opposition,Opposition,174,57,97,271,12,14.0,15.0,23.0,,,,,13.0,21.0,1.0,,,,,,,,
